,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,0.92,0.99,0.93,0.87,0.86,1.05,1.05,0.89,0.93,0.96,0.9,1.04,0.85,1.02
e_1,0.82,1.0,0.94,1.23,1.0,0.97,1.02,1.01,1.35,0.97,1.04,1.21,1.05,1.02,1.02,1.09
d_1,1.07,1.05,1.0,0.87,1.0,0.92,1.04,0.87,0.99,1.28,1.07,1.03,1.0,1.02,1.02,0.88
c_1,1.0,0.81,1.13,1.0,1.33,0.97,1.05,0.97,0.69,0.87,0.85,0.89,0.99,0.95,1.0,0.91
b_1,1.08,1.0,1.01,0.76,1.0,1.39,1.1,1.09,0.93,1.16,1.1,0.96,1.01,0.83,1.06,0.99
a_1,1.14,1.0,1.1,1.03,0.74,1.0,1.03,0.97,1.06,1.03,1.1,0.97,1.15,1.01,1.05,1.23
h_1,1.16,1.01,0.97,0.93,0.91,0.93,1.0,1.12,0.92,0.89,0.96,0.97,1.04,1.0,0.9,1.14
g_1,0.97,0.97,1.16,1.05,0.94,1.07,0.89,1.0,0.93,0.95,0.92,1.13,0.91,0.88,1.03,0.98
d_0,0.94,0.75,1.0,1.48,1.1,0.91,1.12,1.11,1.0,0.79,1.01,0.98,1.01,0.98,1.03,1.09
c_0,1.05,1.0,0.84,1.13,0.89,0.95,1.11,1.04,1.25,1.0,1.34,1.02,1.02,1.19,1.04,1.04
b_0,1.02,0.93,0.97,1.18,0.93,0.92,1.04,1.11,0.99,0.77,1.0,0.94,1.04,1.35,0.99,1.02
f_0,0.99,0.85,1.03,1.1,1.05,1.08,1.06,0.89,0.96,0.99,1.01,1.0,1.02,1.03,1.28,0.86
h_0,1.12,0.94,0.99,0.99,0.95,0.85,0.98,1.09,0.96,0.97,1.02,0.96,1.0,0.98,1.01,1.05
a_0,0.97,0.98,0.97,1.1,1.21,0.87,1.0,1.16,0.95,0.84,0.73,0.99,1.05,1.0,1.01,1.04
e_0,1.19,0.92,1.03,1.04,0.88,1.01,1.09,0.99,0.97,0.95,1.01,0.78,1.06,0.93,1.0,0.98
g_0,0.97,0.93,1.14,1.08,1.0,0.81,0.9,1.08,0.92,0.93,0.97,1.23,0.93,1.02,1.07,1.0
