,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,0.9,1.21,0.87,1.11,0.93,1.24,1.39,1.03,0.97,0.87,1.1,0.94,,0.88
f_1,1.41,1.0,0.91,1.11,0.89,1.07,0.81,1.12,0.93,1.03,0.9,,0.92,0.91,1.09,1.07
d_1,1.11,1.1,1.0,0.96,1.08,1.0,0.93,0.74,,1.25,1.06,0.92,1.07,0.97,0.95,0.8
c_1,0.83,0.9,1.04,1.0,1.41,1.0,1.07,1.16,0.73,,0.98,0.86,0.98,1.13,1.22,1.21
b_1,1.15,1.13,0.93,0.71,1.0,1.58,1.17,0.92,0.98,1.19,,0.92,1.11,,1.2,0.8
a_1,0.9,0.94,1.0,1.0,0.63,1.0,1.21,1.07,0.96,1.21,0.97,1.1,1.22,,,
h_1,1.08,1.24,1.07,0.94,0.85,0.83,1.0,1.25,0.9,0.85,0.88,0.84,,0.89,0.93,1.44
g_1,0.8,0.89,1.36,0.86,1.08,0.94,0.8,1.0,1.08,0.98,1.2,1.83,0.87,0.84,0.68,
d_0,0.72,1.07,,1.37,1.02,1.04,1.11,0.93,1.0,0.97,0.96,0.97,1.13,1.26,0.96,0.84
c_0,0.97,0.97,0.8,,0.84,0.83,1.17,1.02,1.03,1.0,1.42,0.91,0.91,1.02,1.05,0.91
b_0,1.03,1.11,0.94,1.02,,1.03,1.14,0.83,1.04,0.7,1.0,1.0,1.12,1.39,1.19,1.06
f_0,1.14,,1.09,1.16,1.08,0.91,1.19,0.55,1.03,1.1,1.0,1.0,0.82,1.0,1.32,0.73
h_0,0.91,1.09,0.93,1.02,0.9,0.82,,1.15,0.89,1.1,0.89,1.21,,1.12,0.75,1.33
a_0,1.07,1.1,1.03,0.89,,,1.12,1.19,0.79,0.98,0.72,1.0,0.89,1.0,,
e_0,,0.92,1.06,0.82,0.84,,1.07,1.46,1.04,0.95,0.84,0.76,1.34,,1.0,0.9
g_0,1.14,0.94,1.25,0.82,1.25,,0.7,,1.19,1.1,0.94,1.37,0.75,,1.11,
