,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,101.66,90.98,52.22,71.1,99.1,256.8,7416.33,12893.19,15019.52,21297.65,25666.16,25577.11,87951.5,104505.82,136485.62,86104.09
e_1,41.36,117.07,52.37,94.85,96.52,316.26,8330.81,11550.72,16658.02,35238.55,25784.54,37275.49,93277.98,95764.08,151576.16,89756.5
d_1,54.45,50.39,117.93,66.77,88.62,288.15,7999.96,13473.61,26146.96,15610.7,30815.07,32861.48,86728.8,91076.87,132309.41,124077.21
c_1,41.86,41.05,52.88,158.93,130.25,210.33,6348.05,8946.33,6780.11,14737.82,18286.42,30122.03,57247.32,67342.31,122346.67,97747.33
b_1,34.28,44.69,46.04,57.14,188.9,386.93,7690.98,9916.62,14252.71,15929.62,15953.85,25796.9,79011.75,56782.51,110473.37,97499.37
a_1,31.36,28.01,32.17,47.44,43.69,477.9,4726.69,7247.28,7683.73,12568.17,18789.92,21210.2,58446.25,40952.88,75489.11,84183.42
h_1,15.15,11.61,15.83,20.37,21.09,67.59,3467.99,4026.17,4393.56,5322.16,7179.74,7725.11,17143.8,22575.09,48306.49,33421.84
g_1,7.94,11.44,17.22,18.51,20.36,57.06,1590.49,5116.7,3522.27,3681.6,6021.84,10420.34,16874.26,19447.29,24419.04,27202.71
c_0,10.37,11.06,10.52,12.9,17.42,77.26,1790.24,2971.26,4973.22,4990.85,9760.16,9055.06,19084.74,23691.1,32293.48,29440.94
d_0,8.23,9.01,7.14,28.08,19.95,52.4,1508.87,2828.88,2442.95,5824.53,5214.8,6732.67,15238.82,18033.74,26213.63,26082.76
b_0,8.88,8.95,9.22,16.81,12.84,49.72,1498.63,2661.48,2622.75,3837.28,7563.44,6617.36,16327.07,31154.8,27592.8,27755.25
f_0,5.12,7.3,9.3,13.58,16.29,60.47,1629.78,1965.12,2648.85,3725.77,5004.52,8940.72,14944.93,17157.99,22688.04,39513.33
h_0,7.56,6.45,7.37,10.56,11.81,36.88,868.85,2065.78,2124.07,2797.81,3480.51,4863.43,8341.68,14232.68,23475.84,12500.84
a_0,4.97,6.15,7.84,9.8,12.14,24.02,1147.46,1799.49,1807.37,2363.47,3015.42,4374.33,11302.83,20075.03,18401.27,14170.89
g_0,4.59,5.39,8.31,8.74,9.89,34.9,892.88,1276.76,1785.42,2303.95,2893.09,5112.61,8642.99,10742.57,12171.81,17821.49
e_0,5.65,3.83,6.38,10.21,10.85,33.14,957.03,1519.45,1723.71,2235.71,2813.67,3383.65,12137.75,11716.06,13400.15,24464.45
