,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,2.35,5.2,5.09,4.94,3.97,1.17,1.66,0.76,0.79,0.78,0.88,0.72,0.8,2.91,0.74
f_1,3.68,0.44,3.84,4.92,4.76,4.49,0.9,1.33,0.94,0.89,0.9,3.33,0.37,0.98,0.88,0.69
d_1,6.62,4.6,0.43,3.64,3.78,4.47,1.32,0.79,4.31,0.82,0.81,0.74,0.87,0.85,0.86,0.42
c_1,4.12,5.43,5.33,0.42,5.23,3.17,1.24,1.17,0.46,3.75,1.05,0.78,0.66,0.77,0.81,0.69
b_1,5.18,5.09,4.05,2.5,0.4,6.33,1.18,1.47,1.8,1.33,8.52,1.11,0.84,1.21,1.02,0.79
a_1,5.85,6.88,5.68,7.46,2.73,0.33,2.26,2.0,1.18,1.23,1.89,1.29,0.7,6.0,1.3,0.84
h_1,5.73,5.35,5.16,4.71,5.55,4.63,0.34,2.21,0.95,1.01,1.06,1.36,2.57,1.29,0.98,0.8
g_1,5.09,6.31,5.57,5.77,4.69,6.27,1.33,0.32,1.25,1.35,0.98,1.06,0.67,1.15,1.39,1.61
d_0,2.78,5.57,21.49,7.25,6.0,5.79,1.84,2.22,0.47,1.15,1.04,1.29,1.09,1.21,1.07,0.95
c_0,6.67,4.97,2.86,37.46,5.51,6.98,1.84,1.65,1.36,0.43,1.23,1.25,1.01,1.24,1.07,0.92
b_0,4.75,6.11,4.94,7.68,33.97,7.59,1.54,2.25,1.15,0.77,0.4,1.14,0.8,1.15,0.8,0.72
f_0,5.32,33.12,6.26,5.88,5.38,5.16,2.33,0.93,1.35,1.03,1.21,0.41,0.73,1.0,1.51,0.55
h_0,5.37,7.89,5.8,7.83,7.48,6.52,5.89,2.12,1.26,1.21,1.25,1.16,1.92,1.17,1.31,0.92
a_0,7.7,6.25,6.94,6.74,9.73,23.1,1.87,2.01,1.56,1.18,0.66,1.41,0.88,0.36,1.15,0.82
e_0,18.58,10.18,5.84,7.75,8.57,7.54,1.67,1.69,1.43,1.04,1.38,0.52,1.17,1.52,0.33,1.0
g_0,7.52,9.61,7.87,7.61,8.96,9.11,1.94,4.77,1.43,1.23,1.28,1.44,0.95,1.31,1.33,3.06
