,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,53.06,66.35,62.3,83.38,112.88,26.06,24.14,25.58,16.63,17.72,18.72,10.68,14.78,,9.47
f_1,82.93,1.15,95.62,89.0,76.62,138.92,15.64,27.04,17.5,13.17,17.18,,6.78,18.14,16.09,15.5
d_1,115.61,119.81,1.15,89.0,88.59,66.89,26.88,14.08,,17.08,19.55,20.11,20.33,15.35,17.7,9.74
c_1,90.83,132.64,135.46,1.15,81.0,95.05,25.29,23.31,10.39,,22.68,21.72,13.34,22.17,20.82,14.21
b_1,127.17,88.43,120.41,66.28,1.15,120.4,27.74,56.33,18.47,33.26,,18.1,14.72,24.94,19.67,13.64
a_1,152.6,195.47,191.24,239.62,91.45,1.15,39.09,37.56,39.12,,,33.94,32.85,,23.6,24.36
h_1,136.25,92.85,112.1,79.87,91.45,100.33,2.0,20.48,13.04,14.7,15.75,24.68,,21.0,19.67,14.83
g_1,173.41,137.56,141.35,155.75,113.4,112.88,28.67,2.0,20.15,22.57,21.0,22.62,12.94,19.0,,
d_0,43.35,90.59,,111.25,109.04,112.88,23.89,30.73,2.93,18.59,20.25,23.61,10.95,28.5,20.82,13.12
c_0,88.72,88.43,47.12,,118.12,,23.89,32.19,22.93,3.14,22.68,18.72,15.81,16.62,16.09,15.5
b_0,105.97,86.37,112.1,135.43,,,35.83,37.56,23.75,13.45,2.94,16.45,14.72,33.25,,17.05
f_0,131.55,,95.62,97.34,113.4,82.09,29.66,21.81,33.25,21.07,31.5,2.83,17.79,,29.5,10.33
h_0,84.78,95.23,108.37,115.37,105.0,86.0,,30.73,19.0,16.63,16.68,14.68,,22.17,12.64,13.12
a_0,200.79,185.7,216.73,119.81,236.25,,47.78,39.76,41.56,31.6,13.5,,23.72,2.87,,16.24
e_0,,309.5,120.41,148.33,157.5,150.5,45.26,,44.33,28.73,,23.61,26.69,,3.08,24.36
g_0,173.41,92.85,125.04,155.75,141.75,86.0,27.74,,22.93,33.26,25.77,23.61,9.93,28.5,32.18,
