,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.74,1.03,1.06,0.84,0.77,0.73,0.91,0.75,0.65,0.8,0.69,0.56,0.57,0.64,0.44
f_1,1.36,1.0,0.95,0.97,0.78,0.87,0.63,0.69,0.6,0.69,0.5,0.56,0.5,0.5,0.58,0.45
d_1,0.97,1.05,1.0,0.92,1.02,0.73,0.65,0.83,0.84,0.58,0.64,0.6,0.65,0.6,0.51,0.48
c_1,0.95,1.03,1.09,1.0,1.11,1.07,0.72,0.53,0.46,0.62,0.55,0.7,0.58,0.62,0.62,0.67
b_1,1.19,1.29,0.98,0.9,1.0,1.03,0.76,0.67,0.69,0.69,0.63,0.69,0.63,0.62,0.52,0.56
a_1,1.29,1.15,1.37,0.94,0.97,1.0,1.01,0.81,0.79,0.77,0.99,0.65,0.78,,0.65,0.62
h_1,1.41,1.61,1.54,1.34,1.27,0.93,1.0,0.79,0.9,1.16,0.85,0.83,0.84,0.73,0.97,0.67
d_0,1.06,1.51,1.29,2.03,1.49,1.22,1.28,1.0,1.01,1.02,1.11,0.89,1.09,0.81,0.91,0.9
c_0,1.4,1.63,1.19,2.18,1.42,1.2,1.12,0.97,1.0,1.09,1.31,0.94,0.95,0.97,0.96,1.07
g_1,1.49,1.45,1.66,1.65,1.52,1.21,0.86,0.92,0.97,1.0,0.88,0.95,0.82,0.86,0.9,0.83
b_0,1.27,1.98,1.46,1.84,1.44,1.09,1.2,0.95,0.75,1.17,1.0,0.95,1.0,1.09,0.78,0.88
f_0,1.36,1.77,1.75,1.49,1.44,1.52,1.2,1.09,1.07,1.06,1.05,1.0,1.16,0.89,0.75,1.87
h_0,1.68,1.96,1.56,1.73,1.64,1.29,1.16,0.97,1.05,1.28,0.97,0.85,1.0,0.92,1.15,0.97
a_0,1.69,1.99,1.88,1.52,1.59,,1.36,1.19,1.06,1.08,0.96,1.24,1.12,1.0,1.19,1.1
g_0,1.47,1.77,1.97,1.54,1.83,1.45,1.03,1.07,1.03,1.16,1.28,1.27,0.87,0.76,,1.1
e_0,1.97,2.3,1.98,1.58,1.85,1.68,1.55,1.17,0.87,1.18,1.1,0.6,1.03,0.84,0.87,1.0
