,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,b_0,d_0,f_0,h_0,a_0,e_0,g_0
d_1,13879.54,3438.21,2526.65,3611.54,7387.79,19965.85,3056778.64,6373882.79,15857615.03,16593987.19,6629609.67,32271162.63,77857940.67,61106302.59,91458012.44,275680235.26
f_1,2589.78,14470.27,5674.42,4154.36,6384.7,23118.46,3126487.94,4530412.59,6453980.17,13188609.04,13700664.51,8277563.76,62010761.18,60063119.32,64871623.18,193776935.86
e_1,2606.38,3312.45,14811.56,6090.72,7424.28,18400.67,3118339.26,4906191.71,7037906.67,12062793.65,31332017.3,27449085.93,73865973.71,56871260.25,27837016.37,169024549.68
c_1,2970.58,2556.96,2880.97,24544.53,14281.14,16496.14,2968007.91,6216730.83,2751665.51,9700242.46,16966219.5,33413754.94,69406241.62,61861884.68,75820364.99,217750572.12
b_1,2843.26,3416.16,2815.3,4080.02,42921.66,41535.1,3041086.68,4776480.97,7751411.72,4973532.1,11044421.35,26307088.57,69881052.62,61877874.45,73106742.91,242523677.97
a_1,3130.19,3134.28,3529.59,4904.1,4632.69,159812.79,3617814.17,5642691.02,8320842.18,17268669.2,17390057.7,22318293.63,104908687.22,34122631.9,108298855.07,225503583.7
h_1,4385.25,5074.08,3096.08,5945.58,7767.88,21775.67,10846047.37,9515245.87,8709093.61,15504181.25,13285920.87,28657259.75,45876952.74,74678334.01,94352411.6,375966737.83
g_1,6002.83,3118.4,3052.98,5115.19,7641.85,23196.82,3754070.5,22597431.38,9827291.01,13774651.6,14034250.67,54473931.47,104366516.63,70747895.38,94543408.39,129163818.55
c_0,4021.66,4107.79,3420.54,3475.96,6806.57,25895.4,4105170.62,7216471.63,20845453.18,34671597.57,20373005.27,42030647.63,107187233.3,99302000.9,103571878.02,289875156.34
b_0,3834.08,4416.51,3722.68,6632.53,4742.72,17972.56,4284935.25,7819805.43,9895203.68,34139259.33,20013505.01,36877208.35,110647853.19,146407587.31,107487090.16,252995325.65
d_0,1640.58,3203.79,3885.38,12921.83,8218.36,20127.05,4215251.51,6831212.08,7499512.53,14931668.67,38586172.84,38545433.04,95305784.48,83353836.84,103879873.32,279278668.42
f_0,3816.97,2734.72,2830.86,6875.93,10695.37,23925.87,3862770.07,7730559.32,9716569.59,17701233.78,18558111.7,80999062.36,114307375.26,65944525.04,209476178.28,302630599.06
h_0,4388.59,4536.04,3556.94,5977.01,8648.68,20000.42,2841864.19,10009861.01,9358090.36,17729433.76,18568514.23,38496680.62,58677965.82,77625281.72,129242299.57,356235570.64
a_0,4375.83,3868.14,3135.94,6322.8,9283.95,11110.71,4714682.45,8193304.07,9144274.83,19518595.44,20583821.07,40772688.11,119688041.19,229153798.63,103262904.79,372960245.32
e_0,3980.16,4220.83,1412.34,7598.26,9595.3,24000.91,3832003.17,8278621.37,10266999.41,19872751.98,15753620.94,37743939.79,123466332.28,114358165.22,301869942.97,326491480.17
g_0,5421.03,3253.45,3134.1,6025.94,10452.64,22955.78,4574676.93,4998792.76,10743660.98,16495014.5,15714530.07,55034264.42,88654817.21,59917865.65,113433606.5,197512479.78
