,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,108.57,59.29,57.18,86.26,92.34,272.39,7448.13,24332.2,14241.05,14273.52,22182.45,45247.36,105162.26,75408.27,153101.4,85395.39
f_1,70.66,123.47,51.69,63.63,88.48,261.39,6281.9,12713.49,14206.65,13628.71,22659.99,26588.17,80439.07,82986.78,147646.43,133657.52
d_1,48.26,67.56,124.55,69.12,75.11,270.95,7467.75,8876.97,21065.54,10141.01,26254.96,45577.02,86189.13,82517.05,115509.11,132616.67
c_1,40.94,55.89,44.99,146.08,144.6,259.76,5940.26,11476.57,5826.55,11457.81,14317.88,38128.79,91680.96,57161.92,120271.33,142147.85
b_1,40.74,44.18,53.93,47.96,186.42,405.35,5774.03,10280.5,11921.82,10639.64,10830.17,33733.89,76556.27,64624.65,112283.54,119408.12
a_1,26.89,31.38,37.33,44.64,44.23,474.91,4637.55,7433.15,8180.66,7471.62,15720.99,26650.12,57862.21,38971.02,80781.57,87152.42
h_1,11.27,19.66,17.41,18.33,23.27,68.56,3195.95,3795.86,3735.68,4592.56,5784.94,9529.15,16387.44,20798.32,45774.2,36986.89
d_0,8.51,13.4,9.54,25.54,23.77,59.36,1602.29,4414.03,2472.15,3406.02,5068.42,9179.77,23034.65,14713.07,31239.44,34238.37
c_0,10.0,13.3,12.9,13.72,17.77,65.84,1803.27,3336.03,4515.78,3287.44,8729.58,10627.58,19489.57,24277.81,31810.29,34209.71
g_1,11.04,12.34,17.26,14.67,18.25,51.41,1393.9,2849.17,2948.23,5228.54,4698.38,14319.07,17860.86,15574.77,23533.3,33223.7
b_0,9.68,11.65,11.22,15.38,13.95,40.91,1296.41,2489.7,2281.44,2708.01,6541.14,8533.92,23184.13,26886.79,25526.28,30074.44
f_0,6.49,8.27,9.66,11.89,16.02,49.86,1419.26,2134.87,2049.25,1802.6,3834.54,10833.15,16412.95,12985.69,20753.54,38354.25
h_0,6.12,9.67,7.94,8.61,11.77,31.81,737.41,1740.11,1847.77,2145.95,2408.77,5649.54,9614.97,10398.32,22242.44,14990.23
a_0,6.8,6.77,7.28,10.01,12.04,23.81,1047.9,1742.44,1623.27,1882.99,2793.81,5176.96,13222.81,18289.43,18881.35,17475.06
g_0,5.3,5.26,10.47,8.16,10.58,24.98,721.25,1383.26,1597.02,1140.09,2653.13,7078.21,9606.74,8266.87,11555.14,14704.57
e_0,3.74,6.49,6.79,7.38,10.13,32.12,870.45,1222.78,1476.69,1515.55,2415.98,4032.55,12856.34,9350.66,18101.69,26262.91
