,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,107.25,46.99,48.96,84.93,125.41,471.26,6863.88,13539.79,15627.68,27478.69,21876.92,34844.27,86884.14,92503.79,80873.2,160176.86
f_1,75.46,112.01,51.37,70.26,100.45,404.53,5471.89,10725.03,14305.91,13987.23,19354.33,18461.94,69268.33,81693.96,76604.09,112572.71
d_1,49.5,58.22,113.58,60.34,104.03,390.32,7398.23,11444.01,22246.84,10763.0,22525.34,31904.11,77940.09,91908.06,104960.56,126553.23
c_1,41.7,46.06,39.83,145.97,195.06,280.13,4962.76,11041.17,7403.28,12451.06,15828.75,24464.13,70867.37,85723.3,89519.6,115643.21
b_1,32.04,44.36,39.91,45.47,226.63,663.94,4298.85,8836.78,10826.81,10246.91,8632.45,19240.76,54754.58,59073.25,74184.73,89238.39
a_1,22.91,23.95,30.48,45.03,40.46,674.7,3761.95,5397.73,6747.54,8718.43,8839.83,14302.29,52907.53,28284.45,49039.44,80690.02
h_1,13.05,18.7,14.91,20.38,32.35,108.16,2860.26,3853.41,3836.5,3637.45,5345.27,6498.01,15884.76,27096.07,26572.85,50457.76
g_1,8.66,10.05,17.98,13.44,24.78,96.64,1414.64,4839.58,3305.78,2718.08,3753.09,9084.5,17840.12,21197.75,22269.17,22689.17
c_0,11.24,12.31,11.22,12.43,20.72,103.45,1437.02,2589.76,4568.87,3542.41,6636.96,6635.38,18956.22,23108.51,23927.13,32480.35
d_0,8.52,11.14,6.63,25.5,28.93,83.81,1390.84,2613.85,2623.88,4865.19,3731.64,6121.36,15938.89,22092.84,23651.6,31097.84
b_0,10.16,11.3,10.04,14.01,16.08,73.57,1313.22,2360.41,2423.91,3552.95,5747.66,6114.1,19436.48,35847.13,24027.7,27025.46
f_0,6.43,7.99,9.98,14.52,19.56,74.14,1245.49,2103.27,2634.75,3169.86,3773.74,7897.54,16557.26,20418.22,34432.95,19145.85
h_0,5.92,9.78,7.49,8.6,13.68,50.23,650.76,1843.8,1936.82,2250.59,2096.77,3831.13,8865.95,13045.58,13350.78,25086.68
a_0,6.15,5.99,7.58,8.29,14.59,39.15,746.93,1407.01,1855.99,1577.18,1847.99,3007.4,10194.97,18530.64,10404.08,16165.12
e_0,4.09,6.54,6.36,9.73,14.46,46.41,755.13,1520.44,1563.34,1829.79,2551.59,3085.07,9743.79,13797.77,20728.47,17245.52
g_0,5.32,5.92,8.02,7.52,13.15,47.82,711.81,1056.11,1599.7,1593.98,2346.36,4713.08,7699.04,11711.85,11040.25,12247.73
