,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.78,1.06,0.95,0.78,0.54,0.47,0.65,0.41,0.38,0.42,0.37,0.31,0.32,0.28
f_1,1.31,1.0,0.83,0.94,0.89,0.56,0.4,0.4,0.44,0.36,0.41,0.34,0.28,0.31,0.24,0.38
d_1,1.27,1.21,1.0,0.79,0.78,0.68,0.54,0.35,0.45,0.61,0.44,0.38,0.41,0.35,0.36,0.26
c_1,0.94,1.08,1.25,1.0,1.2,0.64,0.53,0.44,0.3,0.31,0.39,0.44,0.35,0.36,0.37,0.31
b_1,1.06,1.1,1.28,0.83,1.0,1.21,0.55,0.62,0.44,0.46,0.37,0.43,0.37,0.34,0.37,0.34
a_1,1.29,1.77,1.48,1.55,0.83,1.0,0.73,0.67,0.57,0.66,0.62,0.61,0.61,0.4,0.39,0.48
h_1,1.81,2.61,1.87,1.92,1.91,1.42,1.0,1.08,0.72,0.74,0.77,0.77,0.69,0.72,0.6,0.73
g_1,2.18,2.5,2.74,2.22,1.58,1.41,0.94,1.0,0.81,0.89,0.85,1.04,0.64,0.68,0.82,0.69
d_0,1.59,2.36,2.14,3.09,2.23,1.69,1.36,1.2,1.0,0.85,0.89,0.92,0.76,0.95,0.72,0.72
c_0,2.45,2.73,1.6,3.2,2.09,1.5,1.35,1.05,1.14,1.0,1.35,0.94,0.86,0.9,0.84,0.8
b_0,2.74,2.55,2.13,2.55,2.37,1.62,1.28,1.2,1.12,0.71,1.0,0.82,0.89,1.34,0.71,0.83
f_0,2.39,2.98,2.64,2.27,2.37,1.59,1.33,0.92,1.04,1.11,1.22,1.0,1.0,0.93,1.17,0.68
h_0,2.78,3.35,2.55,2.87,2.68,1.66,1.49,1.53,1.27,1.13,1.05,0.98,1.0,0.81,0.75,1.13
a_0,3.25,3.27,2.84,2.74,2.73,2.47,1.38,1.54,1.16,1.17,0.77,1.07,1.25,1.0,0.95,0.89
e_0,3.19,4.56,2.78,2.7,2.89,2.47,1.62,1.27,1.33,1.28,1.4,0.83,1.23,0.92,1.0,0.9
g_0,3.44,2.81,3.94,3.16,2.91,2.1,1.39,1.44,1.34,1.22,1.23,1.45,0.88,1.1,1.08,1.0
