,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.69,0.57,0.55,0.77,0.56,0.56,1.89,2.04,5.48,2.99,3.07,3.09,4.4,2.81,0.89,4.03
f_1,1.04,5.94,0.61,0.62,0.51,0.58,2.08,1.98,2.37,2.76,2.68,0.68,4.85,2.85,2.37,4.47
d_1,0.62,0.61,6.37,0.42,0.64,0.58,1.95,2.11,0.64,5.25,3.79,2.93,4.76,2.84,3.07,3.6
c_1,0.46,0.59,0.51,6.87,1.19,0.57,2.4,1.91,2.86,0.46,2.62,2.61,3.88,3.24,3.02,4.54
b_1,0.54,0.7,0.57,0.65,7.22,0.94,2.71,2.24,2.43,2.36,0.38,3.04,4.11,1.51,3.85,3.74
a_1,0.62,0.65,0.56,0.61,0.45,10.58,2.48,2.17,3.09,2.86,2.76,3.34,4.99,0.83,2.45,4.81
h_1,0.94,1.6,1.14,0.89,0.94,0.81,15.66,4.98,4.03,4.45,3.96,5.19,2.23,5.04,5.76,10.51
g_1,0.74,0.85,1.89,1.04,0.98,0.92,3.97,17.95,4.3,4.46,5.08,9.4,6.52,4.02,5.07,3.51
d_0,1.11,1.04,0.33,2.02,1.01,1.2,3.06,3.24,13.08,3.96,5.63,6.35,7.82,3.91,5.14,5.12
c_0,1.05,1.35,1.29,0.55,0.62,1.02,3.83,4.31,5.14,14.19,10.58,5.22,8.75,7.93,5.95,7.48
b_0,1.27,1.06,1.09,1.09,0.45,0.98,4.32,3.64,5.74,6.89,15.92,5.67,7.09,12.05,5.62,7.33
f_0,1.12,0.39,1.28,1.24,1.12,1.13,4.1,3.72,5.21,4.53,5.45,15.18,7.26,5.74,12.47,8.31
h_0,1.06,1.62,1.13,0.95,1.0,0.79,1.27,4.57,4.81,5.05,4.32,5.68,2.86,5.33,4.35,10.55
a_0,1.22,1.25,1.21,0.88,1.05,0.37,4.51,4.28,3.56,6.01,5.82,5.63,6.85,22.46,6.12,8.09
e_0,0.42,1.12,1.31,0.97,1.18,1.1,4.76,5.59,6.02,4.37,4.77,7.37,9.33,5.34,23.24,10.67
g_0,1.01,0.97,1.46,0.97,1.13,0.71,3.18,1.54,4.56,4.67,4.0,8.04,6.84,4.73,6.85,3.79
