,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.5,0.61,0.42,0.34,0.28,0.53,0.93,0.5,0.49,0.53,0.57,0.55,0.43,0.29,0.56
f_1,0.68,1.51,0.52,0.45,0.41,0.44,0.42,0.54,0.5,0.5,0.53,0.28,0.56,0.39,0.36,0.45
c_1,0.45,0.47,1.52,0.53,0.69,0.32,0.5,0.53,0.52,0.18,0.45,0.52,0.63,0.44,0.43,0.47
d_1,0.47,0.45,0.37,1.54,0.51,0.38,0.62,0.32,0.5,0.91,0.53,0.51,0.66,0.46,0.46,0.51
b_1,0.54,0.45,0.42,0.48,1.59,0.73,0.44,0.56,0.44,0.54,0.21,0.54,0.64,0.47,0.5,0.49
a_1,0.71,0.51,0.5,0.5,0.35,1.73,0.59,0.54,0.49,0.59,0.69,0.51,0.72,0.3,0.48,0.65
h_1,0.66,1.11,0.64,0.79,0.68,0.51,1.74,0.85,1.07,0.85,0.78,0.83,0.44,0.72,0.46,0.99
d_0,0.65,0.86,1.22,0.34,0.75,0.58,0.97,1.43,0.75,0.77,0.9,0.81,0.81,0.8,0.82,0.74
g_1,0.71,0.75,0.67,1.03,0.71,0.6,0.69,0.82,1.78,0.93,0.94,1.2,0.83,0.74,0.71,0.73
c_0,0.83,0.92,0.55,0.76,0.73,0.63,0.99,0.94,0.79,1.52,1.63,0.92,1.12,0.71,0.92,0.89
b_0,0.83,0.83,0.89,0.87,0.47,0.56,0.84,0.97,0.83,0.75,1.58,0.94,1.02,1.43,0.95,0.85
f_0,0.68,0.58,0.87,0.85,0.81,0.72,0.96,1.14,0.71,0.87,1.03,1.58,0.97,0.65,1.53,1.04
h_0,0.76,1.08,0.83,0.76,0.73,0.55,0.77,1.08,1.14,0.92,0.96,1.01,0.64,0.83,0.76,1.05
a_0,0.92,0.94,0.91,0.94,0.71,,0.94,1.16,0.72,1.14,0.67,0.92,1.04,1.68,0.89,0.9
e_0,0.39,0.94,1.03,0.9,0.8,0.85,1.22,1.02,0.82,0.85,0.96,0.68,1.15,0.77,1.69,1.18
g_0,0.75,0.77,0.8,1.25,0.9,0.69,0.78,0.88,0.47,0.94,1.03,1.17,0.96,0.82,0.83,0.61
