,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.05,1.17,1.55,1.83,1.56,1.26,0.65,0.58,0.48,0.55,0.53,0.62,0.41,0.41,0.5,0.57
f_1,1.75,1.05,1.62,1.59,1.43,1.26,0.51,0.51,0.46,0.65,0.44,0.56,0.28,0.43,0.41,0.34
d_1,2.07,1.91,1.05,1.71,1.67,1.55,0.69,0.63,0.6,0.48,0.51,0.47,0.39,0.43,0.27,0.49
c_1,1.63,2.04,2.38,1.05,2.23,1.47,0.72,0.38,0.66,0.64,0.5,0.48,0.42,0.5,0.4,0.46
b_1,2.23,2.41,2.46,1.29,1.06,2.38,0.82,0.65,0.81,0.86,0.82,0.52,0.54,0.48,0.43,0.48
a_1,3.23,3.15,2.77,3.01,1.44,1.06,1.06,0.91,0.77,1.15,1.02,0.72,0.62,0.95,0.62,0.57
h_1,4.49,5.17,4.43,4.51,4.55,3.59,1.29,1.47,1.18,1.65,1.36,1.22,1.21,1.04,1.12,1.1
d_0,3.97,5.75,6.68,6.42,5.35,4.73,2.13,1.4,1.6,2.06,1.83,1.68,1.29,1.33,1.34,1.48
c_0,6.24,6.69,3.63,8.1,5.28,5.34,2.71,2.34,1.42,1.81,1.95,1.68,1.43,1.65,1.2,1.49
g_1,6.46,6.83,6.06,6.62,5.9,4.75,1.89,2.1,1.9,1.28,1.76,1.86,1.13,1.58,1.48,1.56
b_0,5.69,6.81,5.63,8.01,7.27,4.84,2.61,1.98,1.25,2.1,1.41,1.63,1.32,1.81,1.31,1.79
f_0,6.18,8.62,6.44,6.94,7.9,6.34,2.73,2.16,1.99,1.69,1.97,1.44,1.7,1.84,0.97,1.84
h_0,7.7,9.39,7.69,8.79,7.54,6.9,3.35,2.72,2.28,3.09,2.54,2.07,2.17,1.9,1.85,1.89
a_0,9.02,9.25,8.75,8.75,11.94,9.78,3.94,3.02,2.24,2.93,1.65,2.48,2.0,1.51,1.75,2.32
g_0,9.19,10.02,10.13,9.32,9.12,7.04,2.92,2.99,2.83,4.39,3.08,2.93,1.81,2.75,2.26,2.9
e_0,10.9,13.78,8.43,8.8,9.06,7.54,3.72,2.93,2.89,3.01,2.61,1.61,2.19,2.51,1.48,1.55
