,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9005.79,1372.35,2534.32,2496.32,3328.27,11675.06,1511503.29,2484086.46,4617815.84,6234827.32,7628370.08,3110794.41,27777188.23,27819060.31,36659030.11,70054509.35
d_1,965.93,12559.83,1204.63,2041.78,3429.58,14003.93,1595481.92,2998316.04,9207183.78,1317065.92,13032175.68,14282523.74,31295140.04,34494388.62,52756990.98,83713929.27
e_1,1176.73,939.63,13732.1,2351.07,3479.87,11303.57,1544923.13,2886324.85,4598308.79,12692277.28,12108926.83,13271314.79,30021980.95,33401305.51,14744451.93,96388492.17
c_1,947.47,1057.53,1178.9,26434.71,7684.48,14302.22,1433741.26,2710747.89,935732.89,6597043.66,8728931.31,16602028.09,27936984.36,28290189.56,51433711.1,109472853.61
b_1,858.65,1233.81,1322.59,1991.75,47888.13,29156.83,1760218.32,2164986.26,4283442.7,7684485.41,1196946.67,17924109.9,31479455.95,39909561.32,44209735.58,90358260.33
a_1,888.15,1533.38,1347.96,2413.33,3054.55,249619.78,1576930.46,3409489.04,4982151.89,5586369.84,10065440.22,16223560.96,38397025.74,8731539.99,41872316.09,66396734.57
h_1,2362.0,2441.04,2090.89,4810.29,4705.05,15076.14,11561805.08,6770788.23,7191301.72,9023643.4,14111552.08,26471111.1,19933604.41,50631830.7,88453988.03,191366835.66
g_1,1455.69,3676.78,2111.43,3772.76,6152.37,19498.96,2894761.87,24242050.55,5975569.03,6970104.15,15951426.25,35004368.34,42085818.36,63472606.6,66900810.98,60293725.69
c_0,2196.77,2686.24,2251.66,1583.52,5259.85,26579.11,2794872.65,5496567.99,23181418.6,8496981.26,30300556.77,26737766.21,61203879.41,73072417.87,85622314.52,162149682.08
d_0,1847.59,618.12,2417.91,8939.46,6354.25,23938.13,2826745.19,4372158.59,5341037.17,31186268.31,14913175.31,31734297.33,49437614.21,57761029.08,90331288.65,116816166.72
b_0,2172.27,2128.0,2703.46,4085.89,2832.11,24961.04,3205231.39,5644459.33,8126582.53,11000956.33,52007882.81,28427467.06,54706276.47,124215539.24,80323448.27,153655207.2
f_0,829.46,2947.99,1853.3,5243.25,5086.91,22017.9,3723447.46,6344937.37,9240362.28,10020825.82,21060278.71,88029358.26,67762047.18,73509941.37,201778405.1,162182005.35
h_0,2624.43,2050.64,1885.64,3832.19,7905.13,20925.12,1166389.99,6332280.48,6247924.65,10195724.35,17822980.39,24243368.78,29547742.46,58280218.83,88417079.47,209212466.71
a_0,2225.47,1943.33,2748.83,3976.8,6421.25,,3279741.07,4749625.17,7373165.36,10940823.78,16440448.07,30350908.46,58187371.44,252753226.43,100249048.74,183753658.95
e_0,1622.71,2777.46,743.27,5734.96,7379.15,21887.15,3833371.38,5734431.17,8131026.32,11386822.6,19633896.95,32207528.08,45770353.42,51815715.61,370239426.49,151768213.43
g_0,1756.05,4274.8,1318.59,3730.49,6622.47,17673.78,3532234.01,2416117.71,8987753.72,7604974.07,16955651.19,41534595.04,52779072.34,58957705.97,76003531.73,73080332.2
