,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9103.59,2703.23,5421.21,4840.61,7237.9,26003.55,3040248.07,5184180.44,9314165.96,12447227.21,16819625.74,11883234.65,57757394.83,63176188.58,73583705.36,140471995.44
d_1,2245.14,12696.7,2737.0,4408.19,7448.86,29545.86,3651199.0,6419471.53,18582075.82,5172477.07,27892034.52,30358666.75,63203910.27,78570551.87,113739534.31,177892099.69
e_1,2581.12,2154.17,13926.2,5599.03,7766.43,27145.07,3415093.24,6504026.14,9846192.8,26287658.9,26161761.64,31620938.82,65360354.37,74420452.63,51750135.19,216874107.39
c_1,2056.79,2405.19,2465.91,26752.48,16252.86,30580.41,2967345.11,5570437.97,3567481.64,13667292.99,16349426.89,36138368.13,60272557.75,64822402.85,107483268.08,217143684.95
b_1,2036.44,2957.99,2749.59,4845.09,48193.02,57677.51,3729412.32,4950937.57,8918347.36,15808084.27,5672486.39,33324922.77,61083540.05,77811094.39,97335720.36,194422548.92
a_1,2109.36,3264.86,2817.0,5402.75,6759.61,250652.49,3176228.73,7309384.03,9658650.29,11347313.74,23244649.72,36563547.83,81453884.69,31084282.35,104422319.14,159634702.25
h_1,3417.36,3539.51,2934.91,7067.43,7729.73,29100.45,12332592.09,10766663.24,9951599.35,13691045.15,20478959.73,36829371.97,50498464.5,76362761.06,132680982.04,305515474.47
g_1,2110.75,5353.55,2911.55,6902.44,8878.1,30060.9,4680891.53,25592403.5,9847064.45,11656898.33,21933211.09,56673739.22,70314111.16,97132322.23,120990828.36,126422328.06
c_0,3133.85,3837.49,3260.21,3845.69,7314.48,37725.19,4257306.01,8143063.69,26201220.25,13316164.65,49238404.74,39403023.89,84493851.23,112653310.89,126180252.97,262723535.53
d_0,2771.38,1556.76,3601.68,13069.1,9178.36,33605.45,4222668.75,6922584.44,6771672.12,35544174.79,23047634.57,40801239.43,73283992.83,80647474.57,117753286.98,202775232.8
b_0,2975.46,3192.0,3846.17,6290.12,6347.82,33111.58,4943007.45,8869864.67,12137103.77,15672595.31,58008792.36,38042639.74,83024819.59,176072511.93,132087448.27,224385381.95
f_0,1497.07,4295.64,2903.5,7686.12,9199.73,36131.93,5606570.32,8400339.62,13217227.06,12526032.27,28819328.76,96832294.08,96293435.46,104250462.31,286841850.39,248679074.88
h_0,3727.14,3672.79,3064.17,6105.53,10736.81,34464.9,2706024.77,10423907.87,10710727.97,15475653.04,27791766.03,36870123.35,52097335.39,88877333.72,129390848.01,309398718.37
a_0,3000.64,3088.51,3779.64,6775.28,9631.87,13258.26,5342804.0,6958753.15,13300612.02,16308020.35,23975653.44,43522057.41,93452445.04,267621063.27,146705924.99,260596098.14
e_0,2866.8,3865.93,1569.12,7407.65,11285.76,33208.1,5206519.34,8362712.12,12509271.26,15628972.2,29265619.99,46453165.51,76283922.36,76830199.01,404618801.8,242106435.71
g_0,2475.74,6152.52,2373.47,5765.3,9394.67,34544.2,4811146.32,4450743.14,14646709.76,12595738.3,24842000.58,63950090.78,78153626.34,96994935.63,143562226.6,142314331.12
