,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.44,0.57,0.71,0.62,0.57,0.34,0.36,0.34,0.27,0.28,0.33,0.22,0.27,0.32,0.25
f_1,0.64,0.4,0.56,0.58,0.54,0.55,0.26,0.33,0.28,0.25,0.27,0.29,0.18,0.24,0.24,0.24
d_1,0.7,0.62,0.39,0.6,0.59,0.54,0.28,0.23,0.34,0.3,0.27,0.23,0.21,0.24,0.23,0.17
c_1,0.49,0.59,0.68,0.37,0.69,0.54,0.36,0.33,0.18,0.28,0.24,0.25,0.24,0.28,0.31,0.22
b_1,0.56,0.64,0.63,0.4,0.37,0.75,0.3,0.32,0.27,0.35,0.33,0.3,0.24,0.29,0.31,0.22
a_1,0.61,0.66,0.6,0.59,0.37,0.3,0.37,0.37,0.28,0.29,0.35,0.29,0.25,0.34,0.26,0.26
h_1,0.58,0.63,0.61,0.49,0.51,0.48,0.23,0.33,0.27,0.27,0.26,0.23,0.24,0.23,0.23,0.24
g_1,0.54,0.58,0.64,0.57,0.53,0.45,0.25,0.21,0.25,0.25,0.24,0.27,0.18,0.26,0.26,0.21
d_0,0.42,0.55,0.63,0.71,0.61,0.5,0.35,0.35,0.23,0.26,0.25,0.26,0.23,0.29,0.28,0.24
c_0,0.57,0.64,0.41,0.79,0.54,0.54,0.32,0.3,0.36,0.22,0.3,0.26,0.22,0.27,0.23,0.2
b_0,0.56,0.58,0.5,0.69,0.66,0.48,0.35,0.32,0.29,0.18,0.21,0.24,0.27,0.26,0.23,0.21
f_0,0.54,0.68,0.61,0.59,0.55,0.5,0.32,0.23,0.26,0.26,0.24,0.21,0.23,0.27,0.27,0.17
h_0,0.53,0.63,0.56,0.56,0.58,0.49,0.34,0.32,0.27,0.24,0.23,0.25,0.24,0.23,0.23,0.21
a_0,0.54,0.58,0.57,0.58,0.67,0.47,0.34,0.32,0.26,0.22,0.18,0.23,0.23,0.18,0.24,0.22
e_0,0.55,0.76,0.59,0.54,0.47,0.51,0.31,0.26,0.27,0.29,0.27,0.17,0.25,0.26,0.18,0.18
g_0,0.54,0.58,0.62,0.56,0.56,0.49,0.24,0.32,0.28,0.26,0.25,0.25,0.18,0.25,0.23,0.23
