,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,101.34,46.05,86.02,105.6,119.0,311.24,7402.08,15304.45,26835.58,25291.18,31259.62,33639.61,82848.62,121631.79,93697.96,199874.78
f_1,82.94,103.1,72.69,83.01,95.94,282.75,6266.49,12790.42,15834.63,20741.13,22200.58,29965.68,76078.36,103320.91,66496.72,171172.21
d_1,38.57,51.06,152.13,67.2,96.7,320.83,5802.61,10384.89,9360.37,36730.56,21796.05,28684.29,67689.25,85474.39,112522.79,138962.4
c_1,37.83,45.33,71.97,157.46,155.2,244.97,6302.36,11048.41,11087.34,12386.21,21790.94,20716.17,69563.2,77966.38,86631.65,153085.38
b_1,37.48,42.59,60.66,58.04,195.52,441.97,5561.18,12113.31,12223.02,20653.83,24109.65,17569.19,63409.49,69432.72,98772.52,131740.25
a_1,28.6,32.12,44.51,51.12,48.78,488.57,3381.99,6963.11,8824.33,13660.07,15985.09,19860.46,59908.04,56163.32,53225.99,109375.17
h_1,12.68,17.56,24.87,19.88,30.04,85.59,2841.04,5056.47,4012.82,6669.94,7609.33,8134.78,17262.74,30115.62,33638.63,56306.7
g_1,9.54,10.27,26.56,18.16,21.09,72.57,1233.72,5060.06,2840.94,5136.51,8559.78,7312.64,16819.39,24577.27,27524.91,32129.52
d_0,8.16,11.18,12.66,32.85,25.95,74.19,1451.03,3184.41,4765.45,3935.6,6169.57,7157.89,15851.32,19578.75,25173.62,41408.42
c_0,8.71,11.37,13.41,12.51,17.28,66.19,1311.91,2813.12,3382.49,6564.14,5498.31,11107.85,15720.11,21637.55,27627.72,38836.56
f_0,7.61,7.74,16.38,16.61,19.1,55.57,1247.71,2433.69,2790.63,4661.99,7517.63,6030.53,16129.24,20048.49,42260.15,31638.63
b_0,8.71,9.94,13.85,16.97,13.73,49.64,1220.63,2347.67,2821.47,3040.48,5657.83,7718.74,15287.81,34614.92,23843.64,40122.44
h_0,6.34,9.11,11.77,12.43,13.78,34.03,848.19,2219.2,1912.58,3194.27,3589.55,4155.47,8821.25,13015.58,16094.24,30064.47
a_0,5.46,6.85,10.94,9.93,13.02,19.22,912.47,1508.69,1738.32,2961.87,4066.58,2850.75,12176.15,20075.03,15332.29,24544.52
e_0,4.6,6.98,9.93,11.52,12.89,42.72,820.79,1670.91,1752.66,2754.93,2347.34,3414.51,9069.59,11276.34,21575.88,21833.46
g_0,4.47,4.57,12.13,9.23,11.55,32.2,722.78,1342.6,1531.81,2310.86,3993.4,2966.24,7636.67,9541.68,13044.77,17115.73
