,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.91,1.19,0.9,0.81,0.66,0.38,0.44,0.37,0.39,0.34,0.31,0.29,0.29,0.27,0.28
d_1,1.09,1.0,1.06,0.91,0.79,0.67,0.49,0.37,0.56,0.43,0.48,0.34,0.36,0.36,0.32,0.24
e_1,0.85,0.93,1.0,1.1,0.92,0.74,0.53,0.51,0.46,0.59,0.42,0.44,0.41,0.35,0.4,0.45
c_1,1.11,1.09,0.91,1.0,1.31,0.78,0.46,0.45,0.41,0.33,0.38,0.4,0.4,0.35,0.32,0.39
b_1,1.22,1.26,1.09,0.76,1.0,1.24,0.65,0.49,0.55,0.53,0.36,0.47,0.4,0.4,0.37,0.39
a_1,1.51,1.49,1.34,1.28,0.82,1.0,0.73,0.75,0.55,0.54,0.63,0.59,0.58,0.54,0.47,0.44
h_1,2.61,2.11,1.88,2.19,1.6,1.36,1.0,1.08,0.76,0.77,0.69,0.7,0.78,0.59,0.62,0.71
g_1,2.27,2.69,2.03,2.26,1.97,1.37,0.94,1.0,0.92,0.85,0.77,1.0,0.69,0.89,0.72,0.7
c_0,2.61,1.74,2.23,2.62,1.76,1.83,1.3,1.1,1.0,1.17,1.33,0.86,0.94,0.87,0.81,0.74
d_0,2.52,2.43,1.67,3.1,2.02,1.76,1.24,1.21,0.84,1.0,0.87,1.01,0.89,0.76,0.81,0.82
b_0,2.73,2.16,2.36,2.77,2.68,1.55,1.4,1.28,0.76,1.13,1.0,0.86,0.91,1.21,0.83,0.82
f_0,3.0,2.88,2.35,2.47,2.19,1.77,1.36,0.98,1.15,1.0,1.15,1.0,1.14,0.96,1.21,0.68
h_0,3.4,2.86,2.56,2.57,2.36,1.68,1.23,1.44,1.04,1.1,1.13,0.91,1.0,0.79,0.94,1.02
a_0,3.32,2.86,2.83,2.65,2.68,2.14,1.69,1.2,1.21,1.3,0.86,1.15,1.28,1.0,1.12,0.98
e_0,3.87,3.02,2.59,3.08,2.76,2.05,1.54,1.35,1.3,1.16,1.25,0.84,1.12,0.89,1.0,0.87
g_0,3.29,4.22,2.32,2.56,2.63,2.38,1.38,1.38,1.31,1.17,1.23,1.44,1.0,1.1,1.07,1.0
