,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.46,4.15,4.75,5.87,5.11,1.09,1.03,0.9,1.99,0.95,2.34,0.57,1.01,1.01,0.93
e_1,2.82,1.13,6.13,5.37,6.3,6.31,1.62,1.09,1.02,1.62,0.91,1.3,0.69,1.24,2.88,0.76
d_1,5.39,6.35,1.12,6.79,5.6,4.87,1.35,2.66,1.15,0.96,1.17,0.99,0.71,0.97,1.01,0.5
c_1,5.23,4.94,6.26,1.13,6.12,6.94,1.79,0.65,2.7,1.47,1.16,1.09,0.94,0.97,1.04,0.97
b_1,7.56,6.59,6.29,3.34,1.13,5.46,2.12,1.42,1.77,2.13,3.87,1.19,1.03,1.38,1.22,0.97
a_1,10.46,10.31,9.02,11.36,3.92,1.14,4.06,2.75,1.82,3.14,2.43,2.27,1.43,5.38,2.28,1.48
h_1,24.7,17.75,19.33,18.85,17.12,14.07,1.77,3.39,3.81,5.56,4.71,3.64,4.54,3.82,3.37,2.42
d_0,20.75,11.95,54.12,27.38,22.25,18.07,5.89,2.29,4.79,5.67,4.8,5.18,3.22,4.41,5.15,3.83
c_0,22.84,28.28,10.51,40.05,24.78,20.15,6.17,9.83,2.31,7.81,4.88,4.08,3.01,4.53,4.1,3.35
g_1,36.31,25.31,25.37,26.92,24.38,21.17,5.26,5.83,5.68,1.86,5.31,5.42,2.92,4.41,5.23,5.85
b_0,30.77,26.62,21.79,40.56,49.16,22.3,6.82,6.55,2.98,8.5,2.33,4.87,3.9,4.14,5.07,4.24
f_0,74.1,28.73,25.77,34.83,29.88,24.95,8.52,6.88,6.77,4.98,5.37,2.39,4.45,4.41,5.86,2.42
h_0,34.25,34.81,31.83,39.07,32.77,31.76,17.82,7.56,7.28,8.26,7.74,6.62,10.49,7.17,5.96,5.65
a_0,41.74,38.51,36.9,42.72,59.76,83.84,10.89,9.42,8.38,10.32,4.23,7.69,7.3,2.75,9.44,5.55
e_0,80.69,75.42,37.32,38.6,50.8,31.76,10.74,9.56,7.61,9.32,7.86,3.79,7.05,11.1,2.52,5.85
g_0,55.02,47.01,41.1,51.68,49.16,30.38,9.22,9.83,8.59,17.52,8.21,8.37,4.76,7.64,10.3,9.47
