,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.45,1.08,1.92,2.33,2.15,2.34,0.59,0.64,0.48,0.39,0.51,0.39,0.3,0.4,0.77,0.33
f_1,1.82,0.44,2.05,1.81,1.84,1.74,0.48,0.65,0.42,0.42,0.85,0.46,0.21,0.42,0.36,0.36
d_1,2.34,2.16,0.42,2.14,2.44,2.05,0.53,0.35,0.91,0.4,0.35,0.39,0.29,0.34,0.42,0.16
c_1,1.9,2.29,2.94,0.4,2.09,1.77,0.62,0.81,0.23,1.02,0.39,0.45,0.28,0.44,0.44,0.27
b_1,2.23,2.47,2.33,1.26,0.39,2.32,0.74,0.82,0.45,0.58,0.55,1.14,0.41,0.56,0.45,0.39
a_1,2.92,3.85,2.56,3.61,1.46,0.31,0.96,0.87,0.66,0.57,0.7,0.65,0.45,1.2,0.49,0.59
h_1,2.95,3.38,3.54,3.5,2.74,2.82,0.34,0.97,0.65,0.7,0.63,0.77,0.96,0.59,0.53,0.47
g_1,3.39,4.36,3.11,4.39,3.31,4.99,0.7,0.31,0.83,0.74,0.7,0.75,0.42,0.78,0.8,0.9
d_0,1.97,3.96,6.44,3.75,3.99,3.98,1.25,1.41,0.42,0.76,0.8,0.82,0.52,0.77,0.78,0.71
c_0,4.04,4.73,1.83,9.24,3.69,3.8,1.14,1.07,1.0,0.38,0.77,1.07,0.7,0.89,0.71,0.56
f_0,3.74,8.66,3.61,4.32,4.08,3.95,1.03,0.67,0.77,0.65,0.36,0.75,0.65,0.79,0.71,0.49
b_0,3.89,4.84,3.4,5.17,7.45,3.9,1.24,1.04,0.85,0.42,0.68,0.35,0.58,0.82,0.8,0.54
h_0,3.91,5.04,4.11,4.08,5.07,4.49,2.33,1.26,0.95,0.92,0.9,0.77,1.05,0.75,0.86,0.67
a_0,4.0,7.05,5.13,4.37,5.36,8.82,1.44,1.08,0.88,0.87,0.81,0.51,0.7,0.34,0.75,0.63
e_0,7.1,6.38,4.35,4.48,5.37,5.71,1.17,0.99,1.12,1.06,0.5,0.84,0.7,0.85,0.34,0.67
g_0,6.74,5.34,5.1,5.11,4.67,4.31,1.1,2.48,1.02,0.85,0.85,0.89,0.56,1.02,0.85,1.22
