,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.45,36.17,35.59,33.41,33.83,30.12,8.58,4.83,7.04,,6.98,5.96,8.4,3.98,7.46,4.41
f_1,34.39,0.44,30.48,44.11,39.84,27.78,6.83,9.66,5.65,6.37,6.97,,6.38,3.46,5.33,6.72
e_1,40.25,17.22,0.43,37.26,29.92,43.58,17.0,9.33,7.61,6.68,14.91,6.67,6.16,4.27,,4.54
c_1,43.49,35.2,31.95,0.42,29.39,34.24,10.94,11.15,,3.43,8.91,8.83,7.2,5.8,7.44,3.61
b_1,45.92,32.57,39.79,19.53,0.4,40.68,12.56,8.41,8.37,9.48,,6.9,6.54,4.95,10.34,5.78
a_1,41.57,35.57,77.36,74.63,29.96,0.32,11.55,14.01,13.47,9.24,12.06,9.71,,5.25,,7.31
h_1,17.41,17.84,15.04,15.63,25.03,19.8,0.38,7.85,3.13,3.85,2.74,3.78,3.03,,2.83,2.49
g_1,24.42,22.58,25.82,30.45,15.0,20.03,4.01,0.34,3.72,4.48,6.0,4.53,4.16,1.54,3.68,
c_0,7.58,19.28,15.48,,17.34,12.09,3.55,5.61,0.49,4.21,2.94,2.91,4.96,3.01,2.7,1.98
d_0,,19.88,8.02,16.72,15.11,20.21,4.84,7.1,2.87,0.48,2.16,3.33,3.19,2.39,3.13,2.69
b_0,17.06,19.46,18.14,17.5,,23.88,4.02,3.98,2.15,3.69,0.45,3.04,4.22,2.63,3.7,2.24
f_0,17.53,,18.73,14.78,15.74,19.02,4.89,2.89,3.02,3.68,2.94,0.46,4.2,3.31,3.46,1.64
a_0,22.33,27.53,18.97,17.54,25.35,,4.07,5.42,5.21,5.16,2.73,4.3,0.39,2.58,4.24,2.4
h_0,13.77,9.35,19.81,12.01,13.56,10.69,,4.85,3.16,2.35,2.16,2.81,2.09,,2.54,1.45
e_0,16.79,30.17,,15.65,22.98,,4.41,4.69,4.08,3.8,5.48,2.52,3.76,4.37,0.39,2.73
g_0,12.25,19.14,19.54,13.65,14.9,16.53,3.25,,3.09,2.5,2.66,2.29,3.41,1.24,2.99,
