,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.43,1.1,1.2,1.07,1.19,1.02,0.26,0.25,0.31,0.22,0.24,0.33,0.13,0.22,0.18,0.21
e_1,0.69,0.43,1.16,1.32,1.28,1.15,0.4,0.26,0.39,0.24,0.22,0.29,0.18,0.22,0.2,0.41
d_1,1.33,1.38,0.41,1.16,1.22,1.13,0.34,0.42,0.22,0.23,0.21,0.22,0.16,0.22,0.12,0.22
c_1,1.27,0.93,1.69,0.41,1.08,1.16,0.34,0.15,0.36,0.35,0.27,0.24,0.19,0.25,0.17,0.26
b_1,1.45,1.36,1.44,0.76,0.38,1.35,0.42,0.29,0.43,0.46,0.58,0.23,0.18,0.28,0.21,0.29
a_1,2.1,1.78,1.44,1.49,0.85,0.32,0.49,0.44,0.5,0.41,0.49,0.34,0.31,0.52,0.21,0.35
h_1,2.31,1.91,2.05,2.1,2.2,1.57,0.31,0.39,0.62,0.41,0.36,0.36,0.39,0.35,0.31,0.34
d_0,2.23,1.4,3.95,2.9,2.49,2.17,0.76,0.34,1.01,0.51,0.46,0.5,0.41,0.44,0.42,0.6
g_1,2.93,2.41,2.65,2.2,2.44,2.1,0.55,0.61,0.28,0.58,0.5,0.44,0.26,0.45,0.42,0.44
c_0,2.99,2.35,1.4,4.22,2.56,1.97,0.76,0.78,0.68,0.32,0.45,0.46,0.42,0.49,0.36,0.53
b_0,2.89,2.43,2.18,3.96,3.85,1.91,0.79,0.66,0.68,0.3,0.31,0.5,0.4,0.48,0.36,0.44
f_0,4.05,2.52,2.44,2.73,2.96,2.45,0.83,0.56,0.52,0.54,0.48,0.31,0.41,0.53,0.27,0.59
h_0,3.18,3.11,2.72,2.66,3.06,2.82,1.08,0.65,0.85,0.64,0.62,0.57,0.51,0.56,0.39,0.55
a_0,3.16,3.07,3.07,3.29,3.76,3.3,0.99,0.65,0.83,0.5,0.33,0.55,0.46,0.3,0.45,0.69
g_0,3.55,3.17,2.92,3.45,3.0,2.68,0.71,0.63,1.21,0.6,0.54,0.66,0.38,0.62,0.66,0.68
e_0,3.41,4.48,2.89,3.27,3.42,2.86,0.97,0.64,0.85,0.58,0.52,0.31,0.48,0.68,0.4,0.26
