,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,10438.33,4151.47,6747.69,9828.21,11861.18,43535.22,4160025.79,10805803.05,23070674.88,24285087.77,30206953.66,35205727.78,133403373.75,185263938.16,154904417.34,424493621.0
f_1,6853.93,10800.59,7173.38,7605.19,9630.94,41543.96,4019448.6,9819419.41,13965581.75,21294599.72,20525981.61,33654367.91,136327810.28,185693118.37,113140216.85,340570125.83
d_1,3592.77,4461.53,23366.1,6605.85,10644.54,53342.16,4150566.93,10329227.02,8277818.04,48405348.08,29323256.02,40871273.75,143035986.21,189670180.04,239802794.35,413325954.17
c_1,3636.13,4003.35,7345.43,25206.05,20443.74,46365.29,4222413.84,9763713.78,13229826.6,15216573.68,25925696.51,23089949.3,144886513.9,143917197.36,174891221.34,429338380.86
b_1,3522.37,4041.75,6805.28,8033.67,38667.46,94982.45,4044294.95,10606855.3,13243262.79,24700585.29,32525083.98,24761279.23,142968096.03,142341758.04,209035376.64,371471621.23
a_1,3883.46,4446.97,7635.81,8317.69,10807.57,239665.16,4025729.03,10609436.63,15314371.89,26414158.73,31995855.15,36814970.91,179893372.98,145022262.59,161203013.73,412778544.61
h_1,3785.72,5735.04,9314.45,7493.03,12554.43,50832.32,8556239.69,15885797.8,12965687.5,28163384.35,31948060.19,39012719.34,113013807.66,207971219.67,247341441.53,575025111.36
g_1,3719.09,3964.96,12663.65,9010.53,11383.42,50545.13,3817147.78,26995074.94,12579891.15,29724433.14,51303764.32,40272086.4,157674273.09,204227981.7,278960541.53,418502992.82
d_0,3761.29,4317.66,5264.03,17026.49,13479.95,50953.87,4292824.32,11238159.48,25765195.94,19290318.4,32441476.94,37957585.9,140319512.83,181154474.6,219112145.35,481969324.11
c_0,4364.05,5064.16,8271.64,6435.82,9103.36,69342.22,4914703.1,12334847.0,15735694.67,47107286.0,34931367.7,78719200.1,166281218.87,277249951.45,314545192.7,548115668.47
f_0,3443.56,3930.84,9694.89,9685.53,12610.64,56460.91,4793926.79,13944160.17,15079771.49,31191043.15,60862073.56,45064160.76,181087772.68,215570405.06,523741912.52,506734693.66
b_0,4652.15,5148.85,8810.56,9991.44,7995.35,44066.65,4847890.54,12652998.94,14453152.71,25304280.39,41862517.45,68782183.98,172796290.53,433571543.09,253595282.33,570179833.17
h_0,4121.55,6164.7,8671.73,9540.38,12595.06,48279.1,3872105.32,15533145.04,12819650.84,24023856.92,34874272.53,35991320.63,112774664.96,183659390.83,233326187.25,637704935.58
a_0,4035.03,5398.21,9544.46,8232.41,13191.17,26466.78,5166129.57,12400523.2,13282702.55,28020790.02,40937945.82,36892239.08,204619066.24,437933888.29,287827299.86,557713280.32
e_0,3263.04,4565.07,9497.29,10089.08,13628.52,57152.01,5068195.33,14516751.48,13605795.32,28175727.69,29906228.68,42976428.16,158865975.33,211908881.81,505863644.48,499869369.15
g_0,3500.98,3834.77,12957.68,9313.68,12479.33,55839.68,5062633.22,11089787.02,13148884.28,28501935.73,50623230.06,36009071.05,163668019.73,188454729.55,274215985.29,399986851.28
