,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,90.86,9.12,10.7,14.42,30.93,102.48,1524.87,7037.07,4244.5,7158.59,10134.01,7866.6,19640.47,29693.28,31942.38,
f_1,16.67,93.35,16.1,19.92,45.57,79.62,1831.51,3787.22,4010.64,7296.13,6141.26,,16303.09,23613.21,32100.51,16917.86
d_1,10.79,10.39,126.28,14.73,33.29,88.45,1555.19,,3474.42,9128.31,6579.69,7308.79,16682.69,19807.82,21831.06,28302.27
c_1,11.82,9.36,15.49,149.68,55.74,60.67,1264.91,3057.58,4370.61,,6026.37,5963.26,13810.62,19819.56,15855.56,22091.16
b_1,7.8,5.99,10.76,10.51,282.91,76.57,1256.53,1991.92,3302.33,2721.02,,5436.72,,21843.05,15577.57,26658.05
a_1,3.81,4.67,6.48,10.69,17.35,529.84,858.45,2363.05,2481.8,2586.68,3276.7,3304.19,,17172.75,25917.98,
h_1,4.8,5.3,7.9,8.35,19.1,40.42,2567.98,1508.43,2628.37,3424.03,3590.38,3695.17,8729.4,,13493.67,17524.25
d_0,3.16,4.41,,13.62,22.7,32.37,693.49,4182.55,2066.96,2312.28,3132.72,2886.68,5658.99,10208.03,12630.84,11291.74
g_1,3.1,4.04,7.92,5.63,11.67,27.15,451.3,1039.63,5995.13,1984.28,2866.97,4498.82,,5563.53,,11458.35
c_0,4.0,3.39,4.1,,18.42,35.45,454.91,1716.9,1465.56,5655.03,3656.1,3508.04,4869.26,10919.49,15080.94,8645.59
b_0,3.29,4.62,5.55,6.08,,26.01,544.09,1231.84,1237.65,1851.92,7194.92,2394.53,8936.05,7646.23,9056.75,9416.4
f_0,3.38,,5.48,7.06,13.12,35.79,517.44,1301.27,859.4,1740.0,2242.19,7234.89,8069.9,8848.37,10071.23,15744.11
a_0,2.31,2.55,3.31,5.06,,,442.24,1387.83,,1534.67,1536.38,1608.74,14045.52,6775.16,10693.13,
h_0,2.61,4.38,4.64,5.3,6.59,29.28,,1341.08,1867.54,1583.94,2364.85,1928.09,4906.48,,11911.99,9424.01
g_0,2.75,2.61,6.44,6.04,13.85,15.22,474.91,929.56,,1190.7,2811.75,3052.41,3172.15,5657.5,,5782.63
e_0,,3.78,3.45,4.4,7.87,,281.82,1076.17,752.29,1524.34,1397.33,1382.67,,4797.67,9814.13,20397.43
