,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,1.2,1.31,0.98,0.92,0.66,0.72,0.66,0.81,0.59,0.58,0.63,0.48,,0.44
f_1,1.43,1.0,0.88,0.98,1.15,0.89,0.59,0.87,0.58,0.68,0.63,,0.46,0.45,0.67,0.52
d_1,0.83,1.14,1.0,0.93,0.98,1.04,0.8,0.5,0.75,,0.56,0.69,0.77,0.63,0.51,0.58
c_1,0.77,1.03,1.08,1.0,1.39,0.88,0.76,0.87,,0.53,0.73,0.59,0.63,0.6,0.68,0.56
b_1,1.02,0.87,1.02,0.72,1.0,1.27,0.73,0.68,1.12,0.87,,0.63,0.68,0.65,0.57,0.49
a_1,1.09,1.13,0.96,1.14,0.78,1.0,0.89,0.7,0.84,0.91,0.87,0.63,0.88,,0.71,0.62
h_1,1.52,1.69,1.24,1.32,1.37,1.12,1.0,1.15,1.03,0.79,0.71,0.97,,0.86,,1.05
g_1,1.39,1.15,2.01,1.15,1.48,1.43,0.87,1.0,0.94,0.97,0.84,1.64,0.69,0.74,0.91,
c_0,1.51,1.73,1.34,,0.89,1.2,0.97,1.06,1.0,1.1,1.43,0.96,1.1,0.9,0.79,0.75
d_0,1.23,1.47,,1.9,1.14,1.1,1.26,1.03,0.91,1.0,0.92,1.08,1.29,0.82,0.71,0.96
b_0,1.68,1.6,1.79,1.37,,1.15,1.4,1.19,0.7,1.09,1.0,0.94,0.79,1.42,0.96,0.71
f_0,1.71,,1.45,1.7,1.59,1.6,1.03,0.61,1.04,0.93,1.07,1.0,1.1,0.96,1.43,0.83
h_0,1.59,2.17,1.3,1.58,1.47,1.14,,1.46,0.91,0.78,1.26,0.91,,1.13,1.05,1.14
a_0,2.09,2.21,1.59,1.68,1.55,,1.17,1.34,1.11,1.22,0.71,1.04,0.88,1.0,,1.11
e_0,,1.48,1.96,1.47,1.74,1.41,,1.1,1.26,1.4,1.04,0.7,0.96,,1.0,1.15
g_0,2.27,1.92,1.72,1.8,2.03,1.61,0.95,,1.33,1.04,1.4,1.21,0.88,0.9,0.87,
