,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.46,1.54,1.99,1.74,1.48,0.33,0.55,0.34,0.3,0.31,0.56,0.18,0.38,0.37,0.3
e_1,1.05,0.43,1.76,1.9,2.02,1.62,0.62,0.54,0.36,0.36,0.4,0.46,0.29,0.36,0.77,0.29
d_1,1.83,1.88,0.42,1.76,1.88,1.59,0.5,0.35,0.76,0.31,0.34,0.33,0.24,0.32,0.3,0.14
c_1,1.97,1.46,2.49,0.4,1.67,1.88,0.47,0.49,0.19,0.57,0.37,0.38,0.26,0.36,0.28,0.27
b_1,2.36,2.49,2.1,0.92,0.38,2.29,0.64,0.63,0.47,0.49,0.66,0.39,0.32,0.36,0.38,0.32
a_1,2.51,2.35,2.52,2.29,1.1,0.33,0.82,0.91,0.57,0.54,0.8,0.4,0.39,1.14,0.41,0.34
h_1,2.72,2.6,2.41,3.23,2.87,2.36,0.33,0.73,0.69,0.49,0.61,0.6,0.63,0.53,0.57,0.44
g_1,3.52,3.1,3.43,3.37,3.89,2.28,0.65,0.3,0.68,0.64,0.57,0.66,0.39,0.53,0.52,0.78
d_0,3.3,1.83,5.16,3.21,3.27,3.52,0.91,1.0,0.37,0.61,0.7,0.63,0.53,0.75,0.61,0.53
c_0,3.82,3.28,1.66,6.42,3.06,3.31,0.92,0.94,1.15,0.4,0.76,0.52,0.5,0.59,0.6,0.43
b_0,3.65,3.1,2.72,4.26,5.95,3.75,0.9,0.8,0.86,0.37,0.34,0.72,0.45,0.62,0.54,0.52
f_0,8.25,3.3,3.03,3.4,3.18,3.9,0.94,0.55,0.87,0.68,0.72,0.34,0.54,0.58,0.69,0.34
h_0,3.79,4.41,3.24,4.06,3.94,3.69,1.63,1.42,0.82,0.62,0.72,0.73,0.85,0.74,0.55,0.56
a_0,3.99,4.32,3.87,4.62,5.13,5.43,1.31,0.93,1.03,0.71,0.44,0.8,0.49,0.33,0.73,0.53
e_0,6.2,5.94,3.48,4.51,3.72,4.28,1.03,1.16,0.89,0.69,0.77,0.43,0.73,0.69,0.33,0.58
g_0,4.8,4.72,3.57,4.41,4.34,3.88,0.87,1.37,0.98,0.72,0.89,0.76,0.43,0.87,0.66,0.96
