,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,14515.61,4203.17,3137.85,5488.67,5095.4,27424.45,2774878.57,10038200.86,12407279.14,31898820.85,21324868.24,26670926.0,101372469.79,186702530.52,89567319.23,237916085.73
f_1,6103.4,14606.16,3446.28,4440.4,4592.95,33331.9,2339110.5,7797923.2,14013766.0,17513186.81,17944069.29,14305745.56,102184928.95,156594042.09,132385737.45,212435179.75
d_1,3081.86,3966.37,16777.33,3257.58,6409.01,32184.28,2875443.92,9787359.68,26437058.84,6926806.59,23716151.25,28346468.19,85524974.05,163016395.96,178784753.86,278611946.91
c_1,3186.68,2749.58,3994.15,18906.64,11573.18,31898.06,2388012.22,7572307.33,4392490.82,15900195.68,12806347.93,31182456.32,65642092.62,150350121.38,178795789.04,244434977.79
b_1,3222.79,4172.84,4018.57,3750.95,27294.6,62748.76,2416610.12,8461989.71,13121332.51,14821027.84,12093608.16,26098293.63,75364484.8,170624432.89,207302905.03,245085610.74
a_1,3614.65,3183.21,4645.73,5195.44,5249.96,228782.2,2807666.76,10103563.35,11768634.84,16509808.56,21809653.19,30040017.93,46896347.5,177820021.6,159343197.41,272292576.63
h_1,3506.25,5734.02,5232.27,6179.34,7055.27,37801.21,7211691.64,14182022.05,14753302.5,17587542.44,25352918.81,30387111.81,110094267.23,133264533.3,187024695.63,438505248.29
g_1,3375.29,3747.7,7453.97,6537.58,6619.46,32200.65,3438074.81,34234248.33,16356636.31,16936130.06,23572623.29,55300859.4,111584738.96,181312332.61,229224428.23,227654039.36
c_0,4382.65,5106.93,5502.0,3522.28,6241.95,34622.65,3125219.87,13014157.68,33039442.88,17145675.22,50485377.45,36818246.59,166806342.51,244342022.06,223642183.99,379874239.58
d_0,4483.81,4842.24,2516.84,10341.23,7039.08,37961.39,3292665.19,10318216.73,10987012.27,38998812.92,21367437.96,34084317.17,89118371.14,173677273.88,187350330.39,255336255.52
b_0,3889.69,5454.17,5708.84,6093.06,3470.8,32566.63,2981877.92,10893823.83,21271533.2,19856057.14,53174245.24,40032537.96,264717937.14,277344061.4,226893123.01,331717724.01
f_0,3717.9,3145.47,5515.38,5877.87,8287.69,41214.39,3583283.98,12282863.06,18203301.98,18067876.78,26802930.65,77175400.43,94554427.05,225638285.58,496011776.8,357480693.96
a_0,4726.07,4444.14,5157.22,6595.41,6260.68,23317.11,3201202.27,12416470.44,16506492.43,24358587.7,25733708.81,36484912.67,304938861.06,233120388.45,202141145.95,379570035.99
h_0,4688.84,6348.99,5390.69,5023.85,6925.16,31423.45,1993605.88,15278078.86,16847604.42,21919586.33,23895898.93,26399194.17,110376815.93,121692816.42,217143809.13,417546171.14
e_0,2827.06,4628.25,6074.21,5511.88,8304.67,42720.28,3139791.45,11288852.21,22181074.62,20170059.9,28482900.06,39272796.36,119011219.06,220707484.65,576102265.96,363652582.87
g_0,3725.13,4043.06,8023.36,5361.51,7101.19,35077.34,2727934.82,8353273.3,17552852.98,17101552.73,23381344.69,58438263.48,82848997.36,219012415.69,317314589.57,245061862.13
