,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8240.74,5145.11,5077.69,5391.25,6205.07,23982.06,3592917.23,11539109.47,12527110.84,10851413.29,22095821.95,15221054.39,99203044.54,98889567.26,141814126.89,225855984.95
e_1,2754.9,11394.69,4390.74,5742.61,6558.1,36598.03,4074218.94,21231895.98,11306870.24,9663843.57,27902988.2,40521549.7,115506822.42,101997571.64,127737115.31,263620957.58
d_1,2335.86,3024.04,23651.63,4333.14,6672.85,30442.45,3743584.33,6243494.19,26708136.8,11230273.75,25164017.09,54646818.78,110367113.91,138073317.73,205486526.06,316015895.55
c_1,2073.12,2621.8,5406.32,23756.93,12627.49,36702.56,3597600.67,10487087.32,4803958.2,9070844.4,16428359.07,38508272.28,91074808.4,109088054.05,201457800.34,254304121.85
b_1,1989.36,2979.36,4396.63,5680.15,31409.45,70204.71,4647837.75,12148803.67,11026934.05,10242500.9,11826109.57,49495936.28,104863389.77,64596062.41,183319900.05,299404481.24
a_1,2307.37,2838.58,6853.68,5777.98,5220.28,245379.83,4110708.5,11735683.6,11557461.45,13593682.5,18811599.13,43433026.03,99297104.68,52644400.64,233309663.89,256006052.45
h_1,3995.58,2666.34,7430.52,6570.83,6616.03,37071.85,11981573.2,13688045.3,14434564.52,17819450.9,27690395.16,45376013.11,60876837.56,148038012.42,246713208.25,422768678.56
d_0,2867.88,2757.72,3616.18,13582.73,7801.81,42016.43,5656747.86,26043160.82,12158322.03,14342346.65,25317951.32,51873386.24,133355267.22,131937412.14,233843765.71,300379197.05
c_0,3215.96,3937.88,6748.31,5508.76,5266.57,40404.08,5079601.48,12118552.23,31198745.38,14103614.48,57929945.96,50071086.34,127698513.35,199118262.63,260726852.51,359888909.75
g_1,2256.02,3213.36,11430.46,7161.64,7080.01,31090.19,4421543.93,13853656.01,13516001.32,41481971.74,29407356.1,85016532.02,126860739.72,103467996.54,254662265.28,225622662.65
b_0,3258.11,3098.66,8002.51,7858.7,3953.93,37170.98,5084875.55,17789310.75,16393753.78,12812589.48,59617581.04,46261289.18,134474273.74,294998311.06,247737653.78,308705353.44
f_0,1966.67,2211.32,8151.36,7970.17,8435.45,38812.57,6190228.21,12898370.45,19269248.32,14499268.08,30980156.97,126727865.16,131654613.33,149063122.89,553237779.3,422755294.58
h_0,4089.7,3443.58,6962.25,5990.71,7259.46,49075.97,2318310.8,12507768.05,13391429.88,18453993.56,27326322.94,48219231.21,75068611.13,92350770.62,218054801.25,420053252.12
a_0,3434.0,3266.91,7524.55,7197.95,7242.97,17918.77,6004286.62,15117373.99,17975244.72,14793610.63,32309662.17,51381228.87,136228516.82,354317651.35,219624581.01,369305637.08
e_0,2867.15,1916.04,7795.71,7804.63,8225.3,47807.28,6596673.82,12950036.19,17491295.83,13522877.41,33364671.54,41854292.69,132326826.29,133259091.52,654615715.44,440627788.24
g_0,2693.66,2607.63,11605.92,5947.59,5865.1,48090.17,4961276.56,10171504.47,15795326.99,9653667.02,36613195.24,79250731.71,125459835.31,126314091.07,279987525.87,245648342.77
