,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.71,61.49,72.19,130.11,147.23,487.79,14797.48,16341.45,30536.97,20602.92,38338.53,41169.89,90441.3,115182.2,101936.93,232044.21
f_1,86.43,105.22,78.38,99.97,128.19,544.53,12507.0,16433.11,18983.45,18377.96,33418.51,28728.86,78925.37,80204.14,93955.67,219042.6
d_1,57.06,62.95,128.71,78.11,125.04,572.06,11908.93,15531.83,14449.36,30863.33,37713.48,38816.6,80436.09,83760.72,128389.45,189297.08
c_1,42.61,54.51,73.55,154.4,209.97,479.02,11078.59,13426.44,14292.71,11210.26,19902.79,35951.01,79110.79,69582.16,102043.43,178083.91
b_1,44.84,54.55,67.02,64.52,205.01,829.18,10097.49,11336.18,14028.62,17178.49,23142.72,30554.1,68277.72,62475.46,87381.08,158174.51
a_1,32.05,34.36,41.7,47.79,47.46,650.09,7352.82,8637.82,10171.86,11121.38,19357.6,22305.93,48433.71,39302.6,68977.86,100651.27
h_1,12.61,17.31,19.1,21.41,30.18,114.85,4291.68,4153.67,3645.65,4354.31,7044.92,9439.34,15583.17,17343.76,23906.16,57579.81
g_1,10.44,11.79,22.0,21.52,28.81,107.88,2505.43,5052.79,3626.75,4470.19,8214.72,11654.98,15498.55,19292.17,27929.58,45000.78
d_0,10.17,13.4,12.61,33.49,31.33,95.91,3067.05,3441.13,5007.74,2583.12,5873.32,8621.06,17985.16,19383.91,24605.89,46656.51
c_0,12.43,14.38,14.68,21.21,21.89,100.91,2809.28,3481.09,4732.27,5238.98,11376.34,9311.98,18497.39,24139.84,25376.35,48735.73
b_0,10.24,11.69,12.79,20.96,19.7,77.01,2544.53,2848.58,3591.8,2791.38,7754.86,7076.61,15927.02,27789.64,20266.56,42111.62
f_0,8.41,9.58,13.42,18.81,25.07,84.9,1891.39,2392.04,3284.86,3018.2,5662.58,9292.66,15683.6,15492.31,35509.16,31082.52
h_0,7.35,10.4,11.57,13.9,17.85,68.13,1606.47,2592.82,2431.45,2585.47,4230.53,5159.73,10330.77,12320.6,15450.94,38295.63
a_0,6.63,9.52,9.7,13.89,17.74,46.86,1912.03,2016.58,2204.73,2322.01,3683.48,4725.07,11289.86,17283.59,14731.22,25997.43
e_0,5.72,7.11,9.43,12.11,18.2,62.56,1579.04,1802.07,2258.65,2368.38,4162.86,4065.27,11017.01,9759.18,20758.06,27215.98
g_0,4.95,5.44,10.96,9.95,14.48,53.8,1240.45,1444.46,1563.76,2012.82,2739.47,5669.85,7644.86,8572.39,13696.85,19923.39
