,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.91,0.59,0.27,0.31,0.23,0.14,0.28,0.19,0.3,0.23,0.25,0.13,0.24,0.18,0.12,0.17
e_1,0.35,0.91,0.28,0.37,0.25,0.18,0.27,0.22,0.52,0.23,0.27,0.23,0.31,0.19,0.11,0.19
d_1,0.34,0.3,0.92,0.21,0.25,0.17,0.31,0.27,0.18,0.5,0.3,0.25,0.28,0.22,0.16,0.23
c_1,0.36,0.27,0.31,0.9,0.5,0.17,0.25,0.22,0.28,0.15,0.17,0.21,0.24,0.2,0.14,0.16
b_1,0.33,0.32,0.28,0.27,0.9,0.41,0.27,0.21,0.26,0.25,0.17,0.21,0.24,0.15,0.15,0.17
a_1,0.42,0.32,0.33,0.34,0.22,0.88,0.31,0.22,0.32,0.29,0.27,0.25,0.31,0.11,0.19,0.15
h_1,0.56,0.35,0.37,0.27,0.27,0.2,0.62,0.27,0.28,0.3,0.27,0.22,0.23,0.18,0.17,0.29
g_1,0.34,0.3,0.5,0.31,0.3,0.19,0.31,0.6,0.21,0.32,0.3,0.39,0.34,0.22,0.18,0.18
d_0,0.42,0.35,0.21,0.6,0.29,0.18,0.28,0.25,0.47,0.17,0.27,0.23,0.34,0.22,0.18,0.21
c_0,0.42,0.36,0.37,0.25,0.23,0.18,0.33,0.24,0.33,0.54,0.56,0.26,0.32,0.27,0.18,0.26
b_0,0.45,0.3,0.37,0.35,0.24,0.14,0.33,0.23,0.28,0.35,0.51,0.24,0.33,0.43,0.21,0.24
f_0,0.37,0.28,0.36,0.32,0.29,0.22,0.36,0.28,0.31,0.36,0.35,0.53,0.35,0.25,0.39,0.25
h_0,0.52,0.35,0.36,0.36,0.27,0.15,0.22,0.33,0.31,0.29,0.27,0.27,0.22,0.22,0.21,0.28
a_0,0.43,0.36,0.31,0.36,0.31,0.15,0.37,0.24,0.32,0.3,0.31,0.27,0.35,0.43,0.21,0.27
e_0,0.52,0.31,0.35,0.37,0.22,0.19,0.38,0.27,0.31,0.35,0.31,0.28,0.34,0.24,0.4,0.23
g_0,0.29,0.32,0.53,0.32,0.28,0.21,0.3,0.24,0.25,0.35,0.29,0.41,0.28,0.19,0.2,0.2
