,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.45,1.46,1.56,1.99,1.79,1.79,3.29,3.26,5.36,3.15,4.02,3.68,4.69,4.12,3.66,4.6
f_1,2.36,2.46,1.45,1.75,1.46,1.6,3.02,3.06,3.64,3.29,2.93,3.66,4.12,3.53,2.92,4.76
d_1,1.58,1.86,2.55,1.44,1.51,1.6,3.19,2.95,2.88,5.44,3.67,4.55,4.55,4.25,4.05,4.5
c_1,1.53,1.61,1.61,2.61,2.67,1.62,3.14,3.17,3.04,2.54,3.41,2.6,4.49,3.49,3.66,4.39
b_1,1.51,1.72,1.65,1.46,2.83,2.85,3.36,3.5,3.65,3.61,3.53,3.01,4.35,3.21,3.51,4.21
a_1,1.76,1.66,1.78,1.98,1.43,3.33,3.65,3.27,3.86,3.73,3.72,3.8,4.66,3.31,4.33,4.47
h_1,1.7,2.06,1.81,1.78,1.47,1.62,4.42,4.49,3.7,3.38,3.83,3.58,4.46,3.92,4.04,5.46
g_1,1.54,1.75,2.29,1.58,1.72,1.66,2.83,4.67,3.15,4.07,4.73,3.53,4.31,4.17,4.58,4.73
d_0,1.52,1.82,1.48,2.55,1.93,1.55,3.24,3.24,4.43,2.59,3.46,3.5,5.1,4.19,3.85,4.29
c_0,1.73,1.88,1.66,1.82,1.37,1.76,3.79,3.33,4.45,4.69,4.4,6.12,5.03,4.77,4.3,5.48
f_0,1.54,1.72,1.81,1.78,1.88,1.75,3.45,3.39,3.9,3.57,4.91,4.22,4.7,4.18,6.99,4.65
b_0,1.72,1.94,1.67,2.06,1.49,1.53,3.1,3.5,3.87,3.38,3.73,4.93,5.2,6.46,3.87,5.23
h_0,1.65,2.18,1.91,1.56,1.72,1.58,2.77,3.95,3.14,3.79,3.63,3.66,4.27,3.83,3.49,5.4
a_0,1.73,1.82,1.73,1.78,1.83,1.87,3.61,3.27,3.63,3.66,3.56,3.36,5.04,5.46,3.71,5.2
e_0,1.6,2.04,1.79,1.83,1.74,1.53,3.72,3.53,3.76,3.88,3.32,4.4,5.31,4.02,5.48,4.9
g_0,1.64,1.63,2.23,1.71,1.7,1.63,3.15,3.23,3.38,4.03,4.92,3.92,4.58,4.37,4.87,4.39
