,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.92,0.97,1.13,0.77,0.75,0.93,0.75,0.62,0.6,0.52,0.5,0.54,,0.59
f_1,1.32,1.0,1.23,1.2,0.68,0.74,0.65,0.56,0.69,0.92,0.65,,0.5,0.6,0.48,0.53
c_1,1.09,0.81,1.0,0.93,1.44,0.98,0.68,0.5,,0.71,0.49,0.6,0.61,0.64,0.74,0.61
d_1,1.03,0.83,1.07,1.0,1.21,0.86,0.67,,1.04,0.56,0.68,0.61,0.58,0.44,0.53,0.45
b_1,0.88,1.46,0.7,0.83,1.0,1.55,0.75,0.79,0.89,0.79,,0.75,0.59,0.58,,0.49
a_1,1.3,1.34,1.02,1.17,0.65,1.0,0.99,0.78,0.61,0.82,0.85,0.76,0.5,,,0.64
h_1,1.33,1.54,1.48,1.49,1.33,1.01,1.0,0.92,0.94,1.07,0.95,0.87,,,0.69,1.02
d_0,1.08,1.77,2.0,,1.26,1.27,1.09,1.0,0.85,0.86,0.95,0.96,1.07,0.73,0.86,1.04
c_0,1.33,1.46,,0.96,1.13,1.63,1.06,1.18,1.0,0.96,1.14,0.89,1.01,1.15,0.94,1.1
g_1,1.6,1.09,1.4,1.8,1.27,1.21,0.94,1.17,1.04,1.0,1.06,1.07,0.9,0.77,0.81,
b_0,1.67,1.54,2.03,1.48,,1.18,1.05,1.05,0.87,0.95,1.0,0.85,1.02,1.51,0.84,0.81
f_0,1.93,,1.68,1.65,1.34,1.32,1.15,1.04,1.12,0.93,1.17,1.0,1.27,,1.04,0.61
h_0,1.99,2.01,1.63,1.72,1.69,1.99,,0.93,0.99,1.11,0.98,0.79,,0.75,1.2,1.23
a_0,1.85,1.66,1.57,2.27,1.72,,,1.37,0.87,1.3,0.66,,1.33,1.0,1.0,0.87
e_0,,2.08,1.35,1.89,,,1.45,1.17,1.07,1.24,1.2,0.96,0.84,1.0,1.0,0.99
g_0,1.7,1.9,1.63,2.23,2.05,1.57,0.98,0.96,0.91,,1.24,1.64,0.81,1.14,1.01,
