,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.37,1.11,1.71,1.12,1.06,1.02,1.83,1.98,2.22,2.31,2.06,1.41,2.59,2.13,2.01,2.49
d_1,1.2,2.45,1.14,1.07,1.05,1.07,2.23,1.99,3.77,1.57,3.21,2.34,3.01,2.71,2.65,2.53
e_1,1.14,0.97,2.48,1.3,1.13,1.07,2.24,2.34,2.49,4.07,2.92,2.69,3.28,2.53,2.02,3.94
c_1,1.12,1.07,0.97,2.64,1.95,1.13,1.87,1.99,1.37,2.09,2.11,2.65,2.94,2.28,2.49,3.47
b_1,1.14,1.23,1.09,0.94,2.79,1.94,2.46,1.86,2.44,2.87,1.14,2.72,2.88,2.68,2.47,3.19
a_1,1.18,1.31,1.13,1.2,0.86,3.28,2.24,2.62,2.36,2.2,2.81,2.92,3.74,1.87,2.66,2.88
h_1,1.61,1.3,1.09,1.47,1.02,1.06,4.08,3.03,2.31,2.37,2.27,2.54,2.64,2.34,2.75,4.03
g_1,1.15,1.75,1.06,1.41,1.22,1.03,2.37,4.38,2.3,2.18,2.39,3.6,2.91,3.15,2.67,2.47
c_0,1.48,1.18,1.15,1.12,1.02,1.31,2.52,2.62,3.98,2.67,4.65,2.83,3.66,3.28,2.94,3.58
d_0,1.33,0.86,1.06,2.2,1.16,1.21,2.49,2.45,1.84,4.02,2.62,3.07,3.23,2.49,2.69,3.27
b_0,1.43,1.14,1.26,1.39,1.14,1.12,2.79,2.78,2.28,2.67,4.19,2.65,3.53,4.64,2.86,3.32
f_0,1.01,1.51,1.05,1.43,1.2,1.17,2.9,2.3,2.79,2.25,3.06,4.41,4.03,3.13,4.93,3.13
h_0,1.66,1.34,1.09,1.25,1.33,1.11,1.85,3.06,2.37,2.61,2.93,2.56,2.72,2.59,2.89,4.18
a_0,1.42,1.17,1.28,1.34,1.24,0.69,2.91,2.19,2.7,2.79,2.3,2.98,3.89,4.8,3.36,3.66
e_0,1.47,1.36,0.74,1.43,1.4,1.12,2.72,2.53,2.73,2.63,3.05,2.62,3.36,2.37,5.04,3.29
g_0,1.27,2.0,0.89,1.15,1.17,1.21,2.43,1.79,2.97,2.26,2.74,3.99,3.11,2.9,3.05,2.64
