,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.11,1.82,3.21,3.54,3.0,2.62,0.81,0.92,0.68,0.67,0.65,0.77,0.43,0.57,1.07,0.56
f_1,2.86,1.11,2.86,3.01,2.88,3.01,0.68,1.08,0.57,0.57,0.66,0.77,0.33,0.58,0.46,0.54
d_1,3.63,3.74,1.09,3.72,3.53,2.95,0.78,0.6,0.59,1.13,0.58,0.63,0.44,0.64,0.58,0.27
c_1,3.05,3.4,4.95,1.1,3.4,3.42,1.08,1.08,1.12,0.41,0.77,0.69,0.55,0.75,0.63,0.51
b_1,3.61,4.25,4.67,2.01,1.12,4.25,1.42,1.16,1.11,0.77,1.24,0.91,0.72,1.02,0.82,0.66
a_1,5.59,6.09,4.94,5.93,2.98,1.13,1.67,1.5,1.28,1.26,1.86,1.35,1.12,1.82,1.13,0.84
h_1,12.64,13.19,9.96,13.79,13.08,9.03,1.62,3.9,2.31,2.32,2.32,2.59,2.26,2.24,2.14,1.78
g_1,12.52,14.18,12.02,15.16,14.06,11.54,3.1,1.66,2.78,3.09,2.74,2.64,1.44,2.49,2.48,1.97
c_0,15.74,15.47,8.0,28.21,16.62,11.95,4.01,3.78,1.89,4.97,3.05,2.92,2.22,2.76,3.52,1.9
d_0,9.19,16.69,24.13,14.58,15.53,13.4,4.8,4.68,3.44,2.14,3.61,3.02,2.32,2.87,3.4,2.63
b_0,15.22,17.33,12.68,21.31,23.55,12.79,4.98,4.17,1.93,3.69,1.91,2.85,2.23,3.12,3.07,1.83
f_0,15.09,24.74,15.66,19.79,16.82,15.12,4.03,2.62,3.55,3.63,3.74,2.0,2.72,3.59,4.83,1.7
h_0,18.43,23.0,19.51,21.76,20.33,16.63,7.79,6.13,3.91,4.46,4.05,3.86,3.45,3.81,4.38,3.02
a_0,21.07,25.63,16.88,26.5,25.93,28.11,5.9,6.58,3.46,5.77,2.46,4.43,2.61,2.21,5.54,2.75
e_0,34.92,33.85,24.5,22.24,22.25,19.96,7.79,6.24,5.03,5.38,6.01,3.05,4.03,5.13,2.31,3.54
g_0,25.47,31.47,20.24,32.41,32.11,25.59,5.42,11.59,4.78,6.27,5.41,5.56,3.33,4.68,5.98,4.51
