,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.23,0.9,1.04,0.88,0.85,0.6,0.63,0.58,0.69,0.59,0.56,0.55,0.5,0.44,0.59
e_1,0.82,1.0,0.91,1.1,1.08,0.86,0.76,0.71,0.62,0.88,0.66,0.69,0.62,0.6,0.69,0.58
d_1,1.09,1.06,1.0,0.92,0.92,0.86,0.66,0.58,0.78,0.65,0.69,0.63,0.59,0.58,0.56,0.46
c_1,0.99,0.92,1.08,1.0,1.27,0.81,0.67,0.59,0.61,0.49,0.53,0.56,0.58,0.58,0.51,0.57
b_1,1.13,0.93,1.08,0.8,1.0,1.25,0.75,0.74,0.82,0.63,0.7,0.61,0.54,0.73,0.64,0.64
a_1,1.2,1.15,1.2,1.18,0.8,1.0,0.97,0.87,0.8,0.81,0.85,0.75,0.75,0.69,0.69,0.7
h_1,1.65,1.38,1.53,1.41,1.33,1.04,1.0,1.15,0.89,0.86,0.92,0.85,0.79,0.82,0.77,0.92
g_1,1.58,1.4,1.7,1.63,1.37,1.17,0.86,1.0,0.89,0.84,0.87,1.02,0.86,0.74,0.91,0.82
c_0,1.65,1.57,1.33,1.7,1.22,1.2,1.13,1.14,1.0,1.19,1.29,0.97,1.02,0.94,0.95,0.87
d_0,1.45,1.19,1.54,2.03,1.62,1.22,1.1,1.18,0.8,1.0,0.93,0.92,0.92,0.93,0.85,0.97
b_0,1.63,1.55,1.51,1.81,1.43,1.09,1.09,1.13,0.79,1.04,1.0,0.98,1.28,0.99,0.9,0.79
f_0,1.74,1.46,1.65,1.81,1.54,1.31,1.2,0.98,1.08,1.08,0.99,1.0,0.97,1.06,1.35,0.78
a_0,1.81,1.55,1.71,1.75,1.91,1.33,1.35,1.13,0.97,1.05,0.85,1.04,1.0,1.13,0.98,0.95
h_0,2.01,1.64,1.76,1.69,1.41,1.42,1.17,1.35,1.05,1.05,0.99,0.94,0.89,1.0,0.94,1.1
e_0,2.23,1.49,1.84,1.83,1.54,1.45,1.32,1.12,1.1,1.2,1.12,0.76,0.98,0.96,1.0,0.99
g_0,1.71,1.62,2.15,1.73,1.6,1.38,1.09,1.34,1.12,1.0,1.14,1.3,1.11,0.88,1.06,1.0
