,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,11994.51,5438.89,4895.8,9340.25,7948.03,36917.27,5853441.37,11071965.36,34276876.34,26209366.26,42249342.16,47215892.27,173811176.56,195280471.78,147778708.6,456558197.16
f_1,7890.78,13218.14,5768.05,7941.16,6229.25,31770.46,5050299.73,9650846.1,19024737.9,29163969.26,27169824.66,45209513.85,168032783.01,177161801.16,192362613.68,372953418.88
d_1,4043.53,5049.8,19708.49,6201.43,8424.48,37513.5,5494334.54,11767164.16,11289890.69,53406465.0,42185020.2,53449707.45,184649910.33,220645590.54,274218664.07,456972451.96
c_1,3665.43,4277.74,6756.28,23502.35,14190.08,37481.04,5368761.51,9310841.26,20035333.34,16848878.31,40702820.13,33060599.9,172303093.3,184596759.29,242962473.26,519891348.62
b_1,3826.63,4361.07,7253.0,7012.74,25733.78,76227.43,5088503.01,10730337.11,17646634.48,28774383.09,52172996.64,29483682.95,172296793.47,156827333.38,296322847.54,516261775.74
a_1,3958.81,5390.81,7443.18,7155.24,7948.63,177350.32,5782189.75,12169767.75,20111038.17,33982738.45,48569030.75,47371630.38,192784794.16,121462560.31,333086021.78,471861981.26
h_1,4566.83,6817.07,8167.39,9170.39,8086.1,40411.12,11329001.1,14557418.79,20754469.08,29882412.84,43273354.94,50698742.23,133865724.71,196291109.88,326107333.36,749558444.98
g_1,4383.36,4457.2,10537.12,8609.13,9725.14,34303.99,6262661.12,27650084.18,18387569.29,34206882.31,75693638.05,41226185.58,166556798.56,219266011.96,316003087.02,448554069.19
d_0,4675.41,5601.51,4660.4,15408.96,8596.08,44995.83,5483955.04,11402182.9,35276752.96,24729103.05,45771528.91,47531767.95,187976309.24,203912151.34,268486994.28,484060314.43
c_0,5544.73,5342.59,8371.2,6067.55,7511.18,41797.84,6612273.39,11792580.22,22040108.52,53779102.25,50440557.34,100148600.49,169643924.14,290486810.24,280769907.75,594450251.52
f_0,3465.45,4326.72,8048.63,10100.98,11177.93,48909.78,6542682.52,12885403.37,21988208.74,29137157.98,93074837.94,48144745.44,213015432.61,223158234.69,627569935.31,725213079.83
b_0,4564.16,5656.31,8068.64,10029.29,7671.63,27293.71,5843939.03,13498901.65,23505687.67,35314568.18,52021330.95,96651460.68,200782141.64,509216462.0,307297767.82,549086273.87
h_0,4828.53,7041.42,7929.39,8136.36,8207.95,40030.78,3852520.09,17942853.08,22077591.7,31023331.49,47157917.89,51281448.56,124755274.87,243869652.55,245162834.54,695589732.44
a_0,5317.45,5685.25,7032.72,8978.12,10588.03,16815.1,6424508.82,13902239.97,22422769.81,34397890.68,60258545.18,54688192.41,175020635.19,517299262.98,287503102.35,670853623.91
e_0,3330.02,5944.6,9321.38,8020.7,9245.73,42561.46,7298780.04,13045281.63,22341117.33,37441951.8,47249963.27,56873181.53,211843860.9,227433296.66,636603598.58,583167490.87
g_0,3332.83,5080.97,12214.46,8292.78,8866.61,51273.99,5284356.8,10088351.13,15190137.88,33628419.68,81891981.8,49108360.81,186165817.15,183210155.64,375586160.66,474936161.68
