,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,0.95,1.01,1.01,1.05,1.05,1.21,1.03,1.56,1.02,1.21,1.05,0.88,1.14,1.27
f_1,1.39,1.0,1.01,1.0,0.82,0.96,0.85,1.01,0.98,0.95,1.01,1.05,0.8,0.92,0.88,0.84
d_1,1.05,0.99,1.0,1.06,0.93,0.89,1.11,0.8,1.24,1.2,1.12,1.06,0.93,0.82,1.02,0.82
c_1,0.99,1.0,0.94,1.0,1.39,0.79,0.93,1.18,0.83,0.7,1.06,0.89,1.09,1.08,0.98,1.0
b_1,0.99,1.22,1.08,0.72,1.0,1.65,0.9,0.95,1.05,0.94,0.75,0.9,0.98,0.86,0.91,0.87
a_1,0.95,1.04,1.13,1.26,0.61,1.0,1.35,1.05,0.9,1.23,1.0,1.06,1.47,1.14,0.86,1.28
h_1,0.91,1.23,0.9,1.08,1.11,0.73,1.0,1.12,0.93,0.88,1.04,0.82,0.87,1.15,0.96,1.22
g_1,0.8,0.97,1.24,0.86,1.01,0.94,0.91,1.0,0.97,0.86,0.88,1.25,0.95,1.19,0.92,1.04
c_0,0.95,1.09,0.82,1.34,0.96,1.11,1.01,1.02,1.0,1.02,1.26,1.0,1.14,1.05,0.94,1.17
d_0,0.64,1.09,0.8,1.47,1.05,0.93,1.11,1.1,1.01,1.0,0.91,1.02,1.03,1.1,1.0,1.04
b_0,1.0,1.02,0.88,1.01,1.24,1.04,0.97,1.15,0.76,1.07,1.0,1.03,1.22,1.52,1.19,0.99
f_0,0.84,0.92,0.95,1.14,1.03,0.97,1.24,0.81,0.97,1.03,1.0,1.0,1.08,1.25,1.57,0.77
h_0,0.91,1.28,1.09,0.95,1.06,0.7,1.15,1.07,0.86,0.97,0.78,0.93,1.0,0.93,1.06,1.2
a_0,1.07,1.1,1.15,0.93,1.11,,0.89,0.89,0.93,0.8,0.63,0.81,1.04,1.0,1.03,0.86
e_0,0.85,1.19,1.02,1.04,1.06,1.02,1.05,1.02,0.96,0.96,0.87,0.66,0.87,1.15,1.0,1.24
g_0,0.77,1.15,1.18,0.97,1.22,0.74,0.85,0.98,0.83,0.97,1.0,1.26,0.87,1.09,0.82,1.0
