,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.69,0.64,0.96,0.77,0.58,0.8,0.84,1.41,0.88,0.85,0.92,0.93,0.71,0.56,0.85
f_1,1.16,1.52,0.77,0.7,0.61,0.53,0.74,0.75,0.83,0.77,0.8,0.57,0.84,0.68,0.57,0.79
d_1,0.84,0.78,1.56,0.63,0.72,0.6,0.79,0.71,0.59,1.38,1.08,0.79,0.96,0.81,0.79,0.69
c_1,0.64,0.76,0.74,1.58,1.16,0.62,0.95,0.75,0.78,0.52,0.72,0.87,0.9,0.79,0.77,0.85
b_1,0.7,0.91,0.75,0.67,1.6,1.05,0.98,0.79,0.83,0.84,0.53,0.92,0.86,0.55,0.88,0.77
a_1,0.88,0.91,0.8,0.78,0.56,1.75,1.01,0.96,1.0,0.96,0.97,1.03,1.08,0.77,0.79,1.08
h_1,0.94,1.31,1.11,0.85,0.91,0.68,1.75,1.38,1.11,1.03,0.98,0.99,0.85,0.86,0.92,1.44
g_1,0.91,0.95,1.5,0.9,0.93,0.69,0.97,1.83,1.16,1.16,1.01,1.58,1.02,0.94,0.95,0.91
d_0,0.87,1.04,0.73,1.6,1.01,0.9,1.08,1.02,1.62,0.92,1.14,1.16,1.27,1.03,0.97,0.95
c_0,1.07,1.19,0.94,0.9,0.74,0.8,1.21,1.16,1.34,1.68,1.9,1.18,1.33,1.29,1.01,1.12
b_0,1.17,1.12,0.97,1.1,0.73,0.72,1.2,1.21,1.33,1.18,1.71,1.24,1.46,1.71,0.99,1.21
f_0,0.95,0.9,1.14,1.03,0.98,0.89,1.29,1.07,1.33,1.15,1.08,1.69,1.36,1.02,1.95,1.13
h_0,1.17,1.46,1.11,1.02,0.99,0.78,1.05,1.43,1.16,1.31,1.11,1.22,1.14,1.07,0.89,1.55
a_0,1.22,1.25,1.15,1.0,1.09,0.6,1.3,1.31,1.13,1.22,1.16,1.27,1.41,1.78,1.15,1.28
e_0,0.78,1.28,1.28,1.01,0.93,0.88,1.45,1.24,1.33,1.33,1.45,1.2,1.51,1.12,1.81,1.4
g_0,1.05,1.1,1.61,1.13,0.99,0.78,1.1,1.1,1.21,1.31,1.24,1.79,1.2,1.04,1.26,0.99
