,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.68,1.19,1.21,1.22,1.24,0.37,0.45,0.24,0.3,0.23,0.35,0.18,0.23,0.41,0.19
f_1,1.11,0.42,1.09,1.18,1.19,1.06,0.26,0.38,0.22,0.25,0.23,0.3,0.11,0.22,0.22,0.17
d_1,1.3,1.22,0.42,1.45,1.13,0.98,0.31,0.19,0.23,0.47,0.25,0.23,0.16,0.18,0.22,0.11
c_1,1.0,1.28,1.65,0.4,1.25,1.03,0.36,0.44,0.37,0.15,0.3,0.25,0.21,0.25,0.21,0.2
b_1,1.32,1.73,1.66,0.71,0.37,1.54,0.4,0.43,0.39,0.27,0.46,0.29,0.23,0.27,0.29,0.23
a_1,1.78,1.86,1.86,1.97,0.76,0.31,0.6,0.51,0.37,0.44,0.51,0.39,0.3,0.53,0.4,0.29
h_1,1.93,2.16,1.88,2.35,2.1,1.96,0.3,0.58,0.45,0.46,0.41,0.43,0.44,0.39,0.42,0.29
g_1,2.4,2.47,2.04,2.64,2.38,2.28,0.5,0.27,0.43,0.5,0.52,0.46,0.3,0.49,0.43,0.41
c_0,2.39,2.42,1.38,4.5,2.68,2.6,0.71,0.62,0.33,0.67,0.51,0.46,0.33,0.44,0.46,0.32
d_0,1.44,2.46,3.38,2.46,2.94,2.27,0.83,0.88,0.51,0.33,0.47,0.45,0.38,0.49,0.44,0.43
b_0,2.32,2.34,1.96,3.25,4.03,2.26,0.72,0.76,0.31,0.59,0.32,0.44,0.42,0.5,0.43,0.33
f_0,2.24,3.66,2.31,3.01,3.16,2.58,0.76,0.48,0.54,0.52,0.5,0.3,0.35,0.52,0.5,0.23
h_0,2.95,3.26,2.94,3.32,2.87,2.17,1.22,0.75,0.56,0.69,0.58,0.56,0.56,0.51,0.55,0.46
a_0,3.35,2.96,2.81,3.25,4.06,4.19,0.87,0.98,0.54,0.61,0.38,0.64,0.42,0.32,0.52,0.4
e_0,4.68,5.26,2.82,3.29,3.3,2.72,0.82,0.81,0.56,0.63,0.62,0.31,0.37,0.62,0.28,0.37
g_0,3.12,3.52,3.13,3.78,3.36,2.92,0.69,1.23,0.63,0.76,0.66,0.69,0.36,0.57,0.62,0.52
