,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.02,44.82,53.61,95.89,113.15,290.89,7720.75,22695.36,12727.24,17380.58,32560.4,39387.76,96338.23,108138.62,113470.93,147093.76
d_1,47.23,117.51,62.32,61.58,102.68,304.97,6533.54,9686.99,11439.53,25585.31,30645.95,37549.53,86353.2,83906.65,117281.01,150175.82
f_1,65.34,50.42,123.27,66.72,102.42,281.98,5359.32,12703.51,11332.74,14216.96,30719.9,17935.35,93547.34,94907.97,86246.76,121426.22
c_1,35.33,50.56,55.11,146.25,167.14,255.85,5990.11,11088.82,10104.87,6891.16,20660.97,26147.76,67692.31,76591.3,98251.66,143294.06
b_1,34.23,45.56,49.38,41.18,207.05,491.4,5148.63,10229.63,10907.0,13313.47,13731.87,25177.96,77939.32,52120.73,89261.58,100570.64
a_1,28.97,31.01,33.99,44.53,43.44,520.54,3508.57,6086.8,6825.82,9818.62,15933.93,16115.08,48005.69,31789.77,55851.78,76142.57
h_1,10.57,16.4,21.4,19.02,28.74,82.8,2997.23,3317.76,4012.53,4156.59,8457.49,7120.62,16848.24,24441.46,29421.87,44288.64
d_0,9.02,7.92,12.85,26.72,24.13,75.44,1712.79,4306.46,2761.55,2735.75,7273.47,5948.36,21628.07,21867.89,21657.59,32447.15
g_1,9.16,16.45,10.54,17.07,20.75,67.56,1393.17,2709.82,5016.14,3359.02,6155.13,11021.29,15052.79,17677.6,24942.31,23824.2
c_0,9.08,11.8,14.59,10.19,18.86,62.64,1475.87,3413.3,2707.75,5230.15,10637.59,7353.58,23626.44,20653.64,25157.8,30712.91
b_0,8.49,10.03,10.7,15.15,13.0,42.75,1222.95,2486.68,2192.81,2269.32,7738.17,5398.63,18618.26,28603.39,18768.04,23391.2
f_0,7.52,10.27,7.35,12.38,17.51,57.81,1265.59,2337.81,2123.82,3035.04,5427.83,8805.42,14328.69,18090.76,36520.8,23137.15
h_0,5.72,7.96,8.39,10.88,10.58,41.04,665.46,1687.8,2099.67,1859.05,3178.61,4029.07,9036.05,11669.0,13588.75,24543.24
a_0,5.15,7.45,7.02,9.8,15.49,20.63,866.4,1578.74,1914.73,1888.63,2762.98,4111.88,13024.61,18302.32,14496.72,15008.78
e_0,3.51,6.94,7.65,7.87,12.15,31.73,879.24,1833.87,1570.4,1804.22,3545.97,2908.95,12548.53,11770.58,23493.81,20002.17
g_0,4.06,8.57,6.77,7.26,11.77,32.84,711.58,1440.47,1149.57,2103.73,3541.99,4584.03,9317.1,10421.77,12818.16,12559.26
