,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.18,59.52,79.72,61.35,88.6,217.38,11496.89,27254.25,15951.78,25392.97,33154.09,42895.16,77234.06,129007.99,126244.34,237814.88
f_1,64.56,116.77,58.84,56.98,89.05,270.91,9047.37,14566.04,14498.44,24710.42,27993.57,25104.26,67327.29,103892.6,107720.14,182434.24
c_1,38.49,51.77,121.83,65.39,153.85,205.44,10213.7,14098.53,14166.41,13288.14,24147.59,35633.88,73613.08,124652.05,126912.58,190613.24
d_1,40.73,52.79,43.74,132.61,102.61,243.79,11519.51,10451.85,13678.81,39688.36,29850.72,34580.91,74656.91,127094.96,140726.67,191488.81
b_1,37.64,42.02,39.56,50.29,191.73,389.13,7770.5,12695.02,10840.88,20926.39,13430.55,28786.35,64007.23,99131.29,127142.56,148753.13
a_1,32.61,32.67,33.49,37.37,44.31,439.72,6557.05,8123.95,8871.75,16441.26,19955.5,21222.58,53356.29,55497.83,83870.78,144415.25
h_1,9.88,16.84,11.84,15.71,20.33,54.11,4468.53,3448.27,4528.53,5912.41,6361.49,8813.41,11997.55,29467.0,28104.51,65367.63
d_0,8.5,12.76,19.57,8.29,21.64,53.96,2640.03,4774.13,2777.13,4517.22,6613.2,7769.38,15615.99,28121.11,34812.86,44148.33
g_1,8.16,10.55,10.97,18.4,19.04,52.03,2099.66,3254.59,5804.87,5769.2,6862.07,11408.13,14412.61,24501.2,31567.67,39036.96
c_0,7.95,11.37,9.19,10.97,15.15,48.32,2258.39,2989.11,2788.01,7081.49,9456.22,6939.44,15570.5,23703.57,32030.26,41131.71
b_0,7.73,9.6,11.35,12.55,10.08,39.53,2040.51,2957.85,2584.16,3902.72,7984.67,6706.48,14450.96,38899.23,34446.79,39430.05
f_0,5.95,7.54,9.7,10.82,16.96,45.7,1903.45,2761.38,2167.9,4141.28,5670.08,9367.22,12701.45,19192.42,46236.86,41656.98
h_0,5.81,10.11,7.87,8.89,11.78,29.72,1297.74,2131.59,2557.41,3515.29,4011.83,5354.77,8371.02,17108.15,19504.22,36674.85
a_0,4.7,6.87,6.26,7.67,10.48,21.57,1249.9,2115.85,1417.15,3569.57,2863.84,4119.72,8737.67,23794.67,16208.32,21723.45
e_0,3.21,7.19,6.69,6.77,10.31,36.36,1356.08,1538.99,1439.7,2405.54,2635.9,3142.05,8465.17,12841.24,26842.17,28822.08
g_0,3.99,4.74,4.89,9.83,10.47,24.83,930.19,1233.23,1024.67,2341.34,3198.34,4624.16,6749.22,13107.86,14801.08,17004.22
