,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.41,2.38,2.17,1.88,1.49,0.8,0.73,0.83,0.61,0.6,0.7,0.49,0.51,0.91,0.49
f_1,2.13,1.06,2.18,2.01,2.07,1.77,0.58,0.61,0.81,0.54,0.63,0.76,0.37,0.45,0.44,0.5
c_1,1.66,2.12,1.06,2.63,2.43,1.84,0.9,0.41,0.8,0.81,0.55,0.58,0.48,0.55,0.47,0.5
d_1,2.4,2.43,2.05,1.05,2.12,1.91,0.73,1.08,0.58,0.65,0.61,0.56,0.5,0.53,0.51,0.31
b_1,2.84,2.72,1.53,2.27,1.06,2.69,1.0,0.73,0.96,0.84,1.09,0.67,0.62,0.72,0.62,0.46
a_1,4.04,3.26,3.8,3.18,1.74,1.07,1.36,1.03,1.22,0.94,1.05,0.87,0.88,1.26,0.66,0.71
h_1,5.93,6.82,6.02,5.45,6.04,5.06,1.31,1.73,2.27,1.56,1.61,1.73,1.54,1.39,1.26,1.45
d_0,4.37,6.33,7.24,8.1,6.68,6.33,2.68,1.5,2.42,1.68,1.69,1.78,1.53,1.35,1.92,1.65
g_1,6.49,6.74,7.2,6.43,6.08,5.39,1.75,2.29,1.31,1.7,1.89,1.99,1.23,1.71,1.83,1.86
c_0,8.12,7.64,11.88,4.64,7.13,5.53,2.76,2.86,2.38,1.54,2.74,2.06,1.82,1.65,2.18,1.64
b_0,7.1,7.81,9.81,6.68,9.09,5.65,2.96,2.24,2.53,1.23,1.49,1.98,1.74,2.3,2.06,1.5
f_0,6.97,11.0,7.34,7.05,7.97,7.25,2.91,2.58,1.92,2.4,2.3,1.54,1.76,1.84,2.37,1.28
h_0,8.86,10.38,8.81,8.56,7.77,6.13,4.34,2.83,3.2,2.33,2.69,2.49,2.45,1.98,2.15,1.97
a_0,11.08,12.48,10.92,9.5,11.03,10.52,3.78,3.14,4.11,3.06,1.87,2.91,2.45,1.65,2.62,1.89
e_0,13.17,15.9,11.38,10.39,9.49,9.07,4.83,2.85,3.33,2.58,2.37,1.68,2.73,2.58,1.64,2.12
g_0,11.55,12.55,11.16,12.26,11.93,9.03,3.32,3.59,4.5,3.15,3.15,3.13,2.06,3.04,2.59,2.68
