,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.67,0.83,0.92,0.93,0.73,0.49,0.48,0.6,0.42,0.48,0.36,0.34,0.3,,0.36
f_1,1.5,1.0,1.09,0.94,0.81,0.61,0.46,0.4,0.47,0.32,,0.34,0.31,0.3,0.23,0.34
d_1,1.2,0.92,1.0,1.23,0.93,0.91,0.52,0.31,,0.8,0.37,0.41,0.38,0.35,0.31,0.22
c_1,1.09,1.06,0.81,1.0,1.24,0.93,0.62,0.45,0.4,,0.41,0.4,0.42,,0.34,0.28
b_1,1.08,1.23,1.07,0.8,1.0,1.36,0.49,0.69,0.38,0.68,0.53,,0.35,0.33,0.31,0.37
a_1,1.37,1.65,1.1,1.08,0.74,1.0,0.64,0.54,0.58,0.52,,0.64,0.6,,0.39,0.56
h_1,2.03,2.17,1.92,1.61,2.03,1.57,1.0,1.03,0.86,0.67,0.74,0.72,,0.66,0.55,0.75
g_1,2.1,2.51,3.19,2.24,1.44,1.84,0.97,1.0,0.91,0.79,1.19,0.93,0.64,0.79,0.56,
d_0,1.67,2.14,,2.5,2.65,1.73,1.17,1.1,1.0,0.79,0.82,0.93,0.8,0.84,0.82,0.68
c_0,2.39,3.13,1.25,,1.48,1.91,1.5,1.26,1.27,1.0,0.96,1.52,0.79,0.84,0.74,0.67
f_0,2.1,,2.7,2.43,1.89,,1.36,0.84,1.22,1.04,1.0,1.15,1.19,0.6,1.33,0.51
b_0,2.75,2.94,2.45,2.48,,1.57,1.39,1.07,1.08,0.66,0.87,1.0,0.82,1.23,0.81,0.82
h_0,2.98,3.19,2.6,2.4,2.87,1.67,,1.56,1.25,1.27,0.84,1.21,,0.77,1.09,1.05
a_0,3.33,3.28,2.88,,3.04,,1.5,1.27,1.19,1.19,1.65,0.81,1.31,1.0,,1.17
e_0,,4.27,3.26,2.96,3.23,2.58,1.82,1.79,1.22,1.36,0.75,1.24,0.92,,1.0,1.0
g_0,2.79,2.98,4.57,3.64,2.72,1.8,1.34,,1.48,1.49,1.96,1.21,0.96,0.86,1.0,
