,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.72,1.2,0.92,1.0,1.07,1.23,1.28,0.89,0.82,0.93,1.18,0.99,1.11,1.14,1.08
f_1,1.39,1.0,0.88,0.96,0.89,1.1,0.82,0.95,1.05,0.98,0.99,0.88,0.93,0.81,0.9,1.05
c_1,0.83,1.14,1.0,1.23,1.23,0.83,0.95,0.72,0.89,0.95,0.88,1.04,0.89,0.99,1.1,1.0
d_1,1.09,1.04,0.81,1.0,0.96,1.01,1.1,1.08,1.15,0.88,1.11,1.09,1.07,1.12,1.02,0.72
b_1,1.0,1.13,0.81,1.04,1.0,1.33,1.03,0.98,1.04,1.01,0.76,0.92,0.95,0.98,0.94,1.07
a_1,0.94,0.91,1.21,0.99,0.75,1.0,1.22,1.11,0.99,1.07,1.05,0.94,1.08,1.03,1.2,1.29
h_1,0.8,1.26,1.06,0.92,0.95,0.81,1.0,1.05,1.02,1.46,1.07,1.01,0.95,1.32,0.96,1.1
d_0,0.74,1.08,1.57,0.91,1.05,0.82,0.94,1.0,1.03,1.21,1.03,0.94,0.92,1.05,0.92,1.07
c_0,1.05,1.02,1.26,0.84,1.01,0.91,0.94,0.98,1.0,1.24,1.39,1.01,0.95,0.99,0.84,0.83
g_1,1.16,1.0,1.03,1.09,1.0,0.9,0.69,0.87,0.85,1.0,0.91,1.08,0.95,0.84,0.85,1.15
b_0,0.99,1.01,1.16,0.92,1.26,0.97,0.93,1.02,0.72,1.09,1.0,0.85,1.54,0.98,0.87,1.01
f_0,0.81,1.22,1.01,0.99,1.07,1.02,1.07,1.08,0.98,0.91,1.11,1.0,1.14,1.25,1.44,0.83
a_0,1.04,1.11,1.1,1.0,1.04,0.94,1.1,1.13,1.02,1.0,0.67,0.88,1.0,1.07,1.09,0.91
h_0,0.9,1.27,0.98,0.91,1.03,1.0,0.74,0.92,1.03,1.19,0.99,0.84,0.88,1.0,0.92,1.31
e_0,0.86,1.15,0.95,0.95,1.0,0.86,1.02,1.06,1.14,1.12,1.26,0.71,1.09,1.04,1.0,1.18
g_0,0.88,0.91,1.05,1.34,0.92,0.76,0.94,0.9,1.13,,0.96,1.23,1.15,0.78,0.89,1.0
