,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.38,1.14,1.13,1.44,1.28,1.24,2.5,2.55,4.55,2.44,2.9,2.74,3.67,3.11,2.36,2.85
f_1,1.87,2.41,1.19,1.18,1.16,0.97,2.1,2.2,2.56,2.18,1.74,2.46,2.82,2.11,2.08,3.45
d_1,1.3,1.23,2.55,1.05,1.21,1.3,2.13,2.28,1.96,4.36,2.82,2.97,3.48,2.54,2.98,2.91
c_1,1.05,1.32,1.26,2.67,1.91,0.99,2.21,2.21,2.17,1.56,2.46,2.08,3.42,2.74,2.96,3.21
b_1,1.13,1.29,1.12,1.11,2.76,1.99,2.68,2.62,2.57,2.99,2.83,2.02,3.22,2.66,2.62,3.49
a_1,1.1,1.47,1.26,1.49,1.07,3.41,2.69,1.86,2.53,2.55,2.55,3.01,3.13,1.91,2.43,3.77
h_1,1.28,1.67,1.43,1.37,1.18,1.15,3.99,3.41,2.65,2.8,3.12,2.96,2.73,2.92,2.96,4.38
g_1,1.21,1.23,1.92,1.2,1.17,1.44,2.41,4.36,2.52,2.82,4.36,2.85,3.36,3.37,3.92,2.7
d_0,1.01,1.33,1.15,2.27,1.44,1.43,2.65,2.64,3.87,2.61,2.94,2.93,3.41,3.34,3.17,4.15
c_0,1.49,1.42,1.23,1.1,1.14,1.4,2.68,2.54,3.17,4.15,3.5,5.77,4.01,3.6,3.2,4.4
f_0,1.13,1.11,1.45,1.61,1.32,1.51,2.74,2.43,2.89,2.88,4.38,3.4,3.89,3.47,5.57,3.99
b_0,1.37,1.39,1.49,1.53,1.09,1.04,2.5,2.76,2.84,2.08,3.13,4.42,4.3,5.5,3.4,4.24
h_0,1.19,1.76,1.38,1.4,1.26,1.31,2.0,3.0,3.04,2.55,3.01,2.67,3.01,2.61,3.12,4.5
a_0,1.28,1.58,1.64,1.33,1.3,1.26,2.73,2.53,2.85,2.66,3.0,2.46,4.29,4.8,3.57,3.85
e_0,1.08,1.71,1.42,1.29,1.45,1.22,2.92,2.2,3.21,3.29,2.39,3.12,3.7,3.29,4.94,4.17
g_0,1.21,1.16,2.11,1.49,1.18,1.14,2.38,2.57,2.42,2.75,3.4,3.02,3.29,3.16,2.87,3.17
