,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,11101.6,3445.36,5224.67,3667.61,5796.29,38050.21,4403596.41,17556607.73,12462382.01,11050342.46,27178446.52,42607137.21,103373208.02,149484215.59,103242563.79,321140576.46
f_1,5184.98,12679.01,3612.12,3962.88,4765.83,41533.5,3624505.88,9496737.21,13827076.84,10791253.1,29860334.24,16557953.14,88232495.35,121486971.45,153537501.16,302298460.8
c_1,2286.79,3173.18,18363.16,4854.24,9899.72,33118.06,3618798.25,7910521.28,6199943.5,12421474.96,21895466.89,35517911.37,75243778.31,142236581.53,175663285.18,269308092.37
d_1,2701.4,3505.33,3177.25,19490.81,5737.92,35211.94,4679209.9,4567493.08,26293620.35,16065056.53,39602982.02,35420504.06,111535499.5,162430208.22,224163661.56,284861392.72
b_1,2769.84,3049.98,5445.85,4565.94,25958.64,62382.85,4203546.53,8830090.38,13036853.15,11243233.51,12075929.74,31363206.69,65090297.83,143872288.03,176342059.99,298333576.45
a_1,2886.72,3150.82,4679.61,4872.03,5564.91,272457.93,4763679.36,10104415.62,13017210.28,13503384.26,30769280.34,34234078.86,75803713.99,145753733.44,216180731.4,413733931.86
h_1,3003.32,5627.67,4464.65,6138.62,6862.47,42000.03,13001797.23,10301841.65,17347927.01,22005752.78,39057185.31,43519758.82,121795088.82,108487482.05,255071011.31,437421527.64
d_0,3315.16,4274.99,10002.18,3724.35,7395.15,36852.03,4488024.89,22334791.8,14424894.58,15757773.56,27250756.15,41284871.96,120491439.9,183392635.34,199361590.9,313915112.96
c_0,3428.73,4408.35,3384.45,6548.31,5234.04,43912.12,5561499.16,11230614.59,34086754.1,19684266.77,77003706.54,55978247.16,157960630.68,191261305.14,197705142.41,370514378.34
g_1,3255.0,3022.48,5587.49,8690.15,6520.5,39741.67,4419668.74,7844360.56,17673296.2,54093519.98,35440874.12,74884775.69,123714248.04,180960677.03,304104146.05,186786163.14
b_0,3108.22,4108.92,5296.19,6091.23,4537.29,51122.28,5663948.69,11777791.65,22279473.18,18855455.54,82855881.63,52275086.59,250307680.53,165063196.99,248122700.32,403123942.22
f_0,2730.62,2869.92,5929.77,5719.45,7527.06,49459.37,5778170.24,12844799.0,19091991.58,17595955.56,46399453.82,108517020.38,139541322.19,242571315.74,471440630.16,351764006.37
a_0,3501.74,4317.91,5946.24,6076.65,5863.75,32310.92,5570243.66,13016901.61,22174798.85,14234935.49,39572055.13,42112283.56,293013749.97,174059353.08,269602730.99,317282189.25
h_0,3384.46,5300.5,5081.23,6254.28,6646.9,41597.0,2700724.2,11604930.85,19746998.16,23807393.35,38995189.78,41197432.51,104626626.88,152797698.49,253561028.09,498382813.55
e_0,2213.42,4437.19,4742.85,6733.6,7525.38,39077.22,6124010.57,11913472.14,22642955.48,21501835.26,42496305.89,45657906.41,131963283.16,222349993.67,641932379.76,434293433.84
g_0,3008.41,3696.02,4915.32,9875.17,6735.52,46149.13,4861303.56,9044667.75,20475528.19,11141860.09,31930178.92,72036653.42,112099957.38,180879437.67,237229978.82,283615786.68
