,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.17,1.0,1.0,0.88,1.08,1.29,0.94,0.83,0.99,1.2,1.1,0.98,1.13,1.11
f_1,1.27,1.0,0.86,1.06,1.07,0.89,0.78,0.99,1.03,0.91,1.07,0.94,0.79,1.07,0.78,1.06
c_1,0.85,1.16,1.0,1.22,1.37,0.78,0.95,0.72,1.04,0.81,0.76,1.05,0.99,0.92,0.93,0.9
d_1,1.0,0.94,0.82,1.0,1.05,1.03,1.01,1.11,0.95,1.47,0.98,1.08,1.07,1.0,1.04,0.85
b_1,1.0,0.93,0.73,0.95,1.0,1.58,1.13,1.03,1.08,1.15,1.07,0.93,1.21,0.94,1.12,1.14
a_1,1.14,1.13,1.28,0.97,0.63,1.0,1.07,1.02,0.95,0.83,1.43,0.96,1.11,0.94,1.03,1.17
h_1,0.88,1.3,1.06,1.0,0.87,0.9,1.0,0.72,1.28,0.92,0.89,0.76,0.97,1.07,0.91,1.34
d_0,0.71,1.01,1.44,0.91,0.97,1.12,1.38,1.0,0.98,0.87,1.0,0.99,1.06,0.82,1.01,0.82
g_1,1.02,0.96,1.0,1.08,0.9,1.04,0.77,0.99,1.0,1.0,1.02,1.12,0.78,1.02,1.11,0.96
c_0,1.15,1.09,1.29,0.71,0.87,1.13,1.1,1.22,0.97,1.0,1.36,0.88,0.98,0.97,0.83,1.14
b_0,1.02,0.94,1.36,0.98,0.98,0.69,1.15,0.95,0.96,0.72,1.0,1.01,1.0,1.4,1.05,0.94
f_0,0.87,1.13,0.98,0.98,1.04,1.02,1.34,1.02,0.88,1.18,0.94,1.0,1.0,1.24,1.5,0.84
h_0,0.86,1.32,1.06,0.93,0.83,0.9,1.02,0.92,1.27,0.98,1.01,1.04,1.0,0.94,0.9,0.98
a_0,1.04,0.97,1.08,1.04,1.04,,0.91,1.24,0.95,0.93,0.74,0.84,1.05,1.0,1.16,0.9
e_0,0.88,1.31,1.04,0.87,0.86,0.98,1.14,1.06,0.87,1.14,0.96,0.66,1.1,0.81,1.0,0.99
g_0,0.9,0.93,1.1,1.26,0.84,0.87,0.77,1.16,1.03,0.9,1.04,1.15,1.01,1.1,1.03,1.0
