,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.63,1.17,0.54,0.54,0.57,0.51,2.09,1.75,2.51,2.92,3.15,0.47,4.56,2.1,2.14,3.35
e_1,0.68,5.73,0.51,0.65,0.56,0.67,2.21,1.76,5.47,2.99,2.78,2.95,4.01,3.34,0.74,4.33
d_1,0.66,0.51,6.43,0.53,0.54,0.54,2.27,1.98,0.78,5.85,3.46,3.22,4.76,2.95,3.65,4.65
c_1,0.56,0.54,0.59,6.55,1.16,0.5,2.07,2.76,3.06,0.52,2.05,2.71,4.67,2.58,2.81,3.8
b_1,0.54,0.57,0.61,0.66,7.31,1.16,2.33,1.96,3.05,2.68,0.91,3.17,4.43,2.68,2.92,3.48
a_1,0.63,0.54,0.74,0.64,0.46,11.15,2.34,2.25,3.2,2.74,2.71,3.02,4.31,0.9,3.28,3.92
h_1,1.46,0.99,1.03,0.96,0.91,0.79,15.12,4.87,4.31,6.04,4.85,6.03,2.8,4.49,6.19,10.17
g_1,0.9,0.59,1.84,1.16,1.22,0.64,3.88,18.96,3.59,4.41,5.15,8.56,6.29,4.83,5.37,2.52
d_0,1.22,0.88,0.38,2.03,1.09,1.16,3.83,3.7,13.14,3.21,4.35,6.42,6.44,6.8,4.91,8.35
c_0,1.26,1.14,1.22,0.46,0.8,1.02,3.98,5.06,5.23,14.17,10.55,5.33,8.72,7.54,5.92,8.89
b_0,1.12,1.21,1.39,1.0,0.32,0.94,3.35,4.54,4.78,5.02,15.83,5.25,6.6,14.29,4.97,9.28
f_0,0.38,0.78,1.3,1.48,1.04,0.99,4.71,4.21,5.75,5.33,5.16,18.0,8.15,7.19,11.97,11.61
h_0,1.5,0.87,1.18,0.89,1.14,1.12,1.37,4.7,4.24,3.65,4.49,5.7,3.04,4.3,5.47,10.58
a_0,1.22,0.97,0.91,1.07,1.22,0.5,4.13,3.69,5.46,4.63,6.01,5.05,7.6,21.21,7.24,8.82
e_0,1.13,0.46,1.04,1.27,1.21,1.16,4.9,5.27,4.7,6.8,5.42,6.88,8.28,6.0,24.46,8.12
g_0,0.97,0.92,1.61,1.13,0.84,0.85,3.12,2.29,4.17,4.75,5.77,9.32,8.5,5.1,6.41,3.8
