,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.91,1.44,1.28,1.57,2.8,25.55,40.21,34.1,38.86,46.1,60.28,72.51,122.33,139.85,157.6
f_1,1.11,1.0,1.05,1.02,1.38,2.62,18.61,26.56,27.22,33.25,39.26,41.9,53.1,87.93,85.86,134.05
c_1,0.71,0.93,1.0,1.22,2.02,2.62,22.45,19.0,24.59,30.74,30.62,43.62,64.01,95.63,101.33,134.08
d_1,0.79,1.0,0.83,1.0,1.35,2.6,20.34,25.68,22.74,41.5,36.75,41.4,60.38,92.05,103.6,92.22
b_1,0.61,0.74,0.5,0.73,1.0,2.85,15.19,16.26,19.22,27.01,27.83,28.98,47.68,70.9,80.57,82.24
a_1,0.34,0.38,0.39,0.38,0.36,1.0,8.38,8.91,10.11,13.4,16.18,15.53,26.87,37.95,36.8,50.2
h_1,0.04,0.05,0.04,0.05,0.06,0.12,1.0,1.09,1.42,1.56,1.68,1.96,2.79,4.36,4.18,6.92
d_0,0.03,0.04,0.05,0.04,0.06,0.12,0.96,1.0,1.03,1.16,1.43,1.67,2.53,3.69,4.72,5.54
g_1,0.03,0.04,0.04,0.04,0.05,0.1,0.72,0.98,1.0,1.27,1.51,2.08,2.13,3.64,4.46,4.88
c_0,0.03,0.03,0.03,0.02,0.04,0.07,0.65,0.85,0.75,1.0,1.49,1.29,2.04,2.9,3.63,3.64
b_0,0.02,0.03,0.03,0.03,0.03,0.06,0.58,0.69,0.67,0.69,1.0,1.08,1.72,3.6,3.08,3.27
f_0,0.02,0.02,0.02,0.02,0.04,0.06,0.52,0.6,0.48,0.81,0.97,1.0,1.5,2.02,3.63,2.6
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.35,0.39,0.47,0.52,0.61,0.67,1.0,1.45,1.59,2.2
a_0,0.01,0.01,0.01,0.01,0.01,0.03,0.22,0.26,0.26,0.36,0.29,0.45,0.67,1.0,1.07,1.13
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.25,0.2,0.22,0.29,0.29,0.28,0.64,0.85,1.0,1.14
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.15,0.18,0.2,0.28,0.3,0.4,0.45,0.8,0.85,1.0
