,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.83,2.14,2.9,1.88,2.14,1.82,8.01,18.43,7.56,10.15,10.56,11.32,18.01,12.48,9.35,15.86
f_1,3.74,6.24,2.15,2.17,1.73,2.17,7.49,10.23,6.36,9.1,10.32,5.88,13.54,9.9,6.88,13.9
c_1,2.03,2.22,6.35,2.04,4.04,2.34,8.39,8.51,7.28,4.93,7.15,10.0,14.17,9.91,11.01,14.62
d_1,2.1,2.33,1.72,6.84,2.08,2.08,7.6,5.91,9.93,19.25,13.12,11.3,17.66,14.54,11.56,17.57
b_1,1.71,2.12,2.24,2.11,7.67,4.73,7.97,9.03,8.05,9.89,7.37,10.53,14.93,7.15,11.42,16.78
a_1,2.62,2.63,1.81,2.41,2.26,10.95,9.58,10.17,8.26,10.51,11.13,9.83,17.24,6.07,11.44,17.69
h_1,2.38,3.64,2.48,2.25,2.42,2.3,19.17,10.88,12.13,9.12,10.43,11.83,11.84,11.92,11.68,20.44
d_0,2.1,2.34,4.65,1.55,2.61,2.11,9.24,17.49,8.86,7.55,11.25,11.84,15.55,10.92,13.59,18.11
g_1,2.18,2.16,2.47,3.88,2.29,2.19,7.43,8.55,21.66,11.96,11.16,16.99,18.38,9.32,15.25,13.41
c_0,2.43,2.72,1.9,2.88,1.64,2.57,9.64,11.32,9.7,19.45,22.32,13.95,20.24,16.37,14.94,19.27
b_0,2.6,2.82,2.82,2.51,1.42,1.89,8.73,12.03,10.24,11.69,21.39,13.02,19.04,26.83,14.64,16.74
f_0,1.9,2.02,2.84,3.06,2.53,2.17,9.91,10.82,11.29,10.65,12.13,22.46,19.85,15.4,26.21,20.78
h_0,2.41,3.34,2.31,3.1,1.9,2.39,5.35,10.8,10.94,11.16,11.22,10.73,12.88,11.98,11.56,25.14
a_0,2.52,3.13,2.8,2.53,2.01,1.61,7.81,11.93,8.39,12.79,13.84,11.78,21.11,27.38,13.4,18.61
e_0,1.71,2.86,2.84,2.68,2.57,2.64,10.65,10.39,9.34,10.83,11.81,12.32,19.16,12.71,27.84,20.26
g_0,2.17,2.23,2.21,4.15,2.31,2.6,8.92,9.76,7.69,12.21,11.54,18.89,18.35,11.32,16.57,13.49
