,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.97,1.36,0.93,1.09,0.86,0.6,0.62,0.57,0.62,0.64,,0.54,0.57,0.5,0.57
d_1,1.03,1.0,1.1,0.8,0.88,0.86,0.88,0.54,0.86,,0.7,0.64,0.55,0.58,0.61,0.38
e_1,0.74,0.91,1.0,1.13,0.91,,0.63,0.69,0.7,0.95,0.56,0.82,0.59,0.53,,0.56
c_1,1.07,1.26,0.89,1.0,1.32,0.65,0.68,0.63,,0.48,0.74,0.61,0.7,0.52,0.58,0.65
b_1,0.92,1.14,1.1,0.76,1.0,1.18,0.8,0.65,0.71,0.67,,0.56,0.61,0.76,0.73,0.7
a_1,1.16,1.16,,1.54,0.85,1.0,0.92,0.75,0.95,0.54,0.67,0.95,0.84,,0.63,
h_1,1.65,1.13,1.59,1.46,1.25,1.09,1.0,1.36,1.03,0.79,0.74,1.27,,0.9,0.71,1.18
g_1,1.61,1.87,1.46,1.58,1.54,1.34,0.73,1.0,0.89,1.08,0.92,1.18,0.75,0.82,0.76,
c_0,1.75,1.16,1.43,,1.41,1.05,0.97,1.13,1.0,1.13,1.14,1.19,1.01,0.82,0.75,0.81
d_0,1.62,,1.05,2.06,1.5,1.85,1.27,0.93,0.88,1.0,1.24,0.83,0.81,1.04,0.63,0.81
b_0,1.57,1.44,1.78,1.35,,1.49,1.36,1.09,0.88,0.81,1.0,0.79,1.15,1.63,0.79,0.72
f_0,,1.56,1.23,1.65,1.79,1.06,0.79,0.85,0.84,1.21,1.26,1.0,1.03,1.05,1.8,0.75
h_0,1.84,1.81,1.68,1.43,1.65,1.19,,1.33,0.99,1.24,0.87,0.97,,0.75,0.96,1.33
a_0,1.76,1.73,1.87,1.94,1.31,,1.11,1.23,1.21,0.96,0.61,0.95,1.33,1.0,,0.98
e_0,1.98,1.65,,1.73,1.36,1.59,1.41,1.31,1.33,1.6,1.26,0.55,1.05,,1.0,0.87
g_0,1.76,2.66,1.8,1.53,1.43,,0.85,,1.24,1.24,1.4,1.33,0.75,1.02,1.15,
