,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.09,0.06,0.1,0.07,0.05,0.07,0.05,0.17,0.08,0.07,0.06,0.08,0.04,0.01,0.05
f_1,0.16,0.88,0.07,0.07,0.07,0.04,0.07,0.05,0.08,0.08,0.08,0.02,0.08,0.04,0.03,0.08
d_1,0.11,0.09,0.88,0.05,0.06,0.04,0.09,0.06,0.02,0.17,0.08,0.07,0.08,0.05,0.05,0.06
c_1,0.1,0.09,0.08,0.87,0.13,0.03,0.09,0.05,0.06,0.01,0.06,0.08,0.06,0.05,0.05,0.05
b_1,0.09,0.09,0.09,0.1,0.87,0.08,0.07,0.06,0.07,0.05,0.01,0.07,0.07,0.03,0.05,0.05
a_1,0.08,0.1,0.1,0.07,0.06,0.87,0.09,0.06,0.07,0.08,0.05,0.09,0.09,0.01,0.04,0.07
h_1,0.14,0.23,0.15,0.14,0.1,0.08,0.53,0.13,0.1,0.13,0.11,0.12,0.04,0.08,0.07,0.12
g_1,0.13,0.15,0.25,0.14,0.09,0.07,0.14,0.53,0.11,0.11,0.1,0.16,0.12,0.08,0.08,0.04
d_0,0.14,0.17,0.05,0.28,0.14,0.08,0.17,0.13,0.37,0.1,0.13,0.1,0.14,0.09,0.07,0.09
c_0,0.16,0.21,0.17,0.05,0.09,0.07,0.17,0.13,0.15,0.37,0.22,0.11,0.16,0.11,0.12,0.1
b_0,0.18,0.18,0.17,0.14,0.07,0.06,0.15,0.15,0.14,0.13,0.38,0.1,0.14,0.23,0.08,0.11
f_0,0.14,0.07,0.2,0.14,0.16,0.08,0.13,0.14,0.12,0.14,0.16,0.39,0.17,0.07,0.17,0.11
h_0,0.15,0.25,0.11,0.14,0.13,0.06,0.05,0.15,0.14,0.12,0.11,0.1,0.06,0.07,0.08,0.14
a_0,0.16,0.16,0.2,0.14,0.11,,0.13,0.14,0.09,0.15,0.12,0.11,0.16,0.37,0.09,0.12
e_0,0.08,0.22,0.15,0.13,0.12,0.1,0.15,0.11,0.12,0.16,0.15,0.1,0.19,0.08,0.34,0.1
g_0,0.18,0.12,0.21,0.15,0.13,0.07,0.12,0.06,0.13,0.11,0.11,0.17,0.11,0.1,0.09,0.05
