,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.26,0.21,0.2,0.24,0.17,0.16,0.41,0.35,0.53,0.95,0.55,0.48,0.58,0.34,0.11,0.6
f_1,0.42,2.28,0.26,0.22,0.17,0.12,0.41,0.3,0.48,0.43,0.51,0.12,0.56,0.33,0.26,0.38
d_1,0.22,0.25,2.3,0.16,0.16,0.14,0.57,0.44,0.87,0.11,0.51,0.55,0.51,0.35,0.36,0.49
c_1,0.25,0.23,0.15,2.41,0.43,0.11,0.34,0.41,0.1,0.53,0.41,0.4,0.56,0.41,0.36,0.47
b_1,0.19,0.28,0.21,0.24,2.62,0.38,0.34,0.33,0.4,0.43,0.08,0.3,0.46,0.3,0.32,0.39
a_1,0.22,0.18,0.26,0.24,0.17,3.24,0.53,0.36,0.46,0.53,0.32,0.44,0.85,0.08,0.31,0.62
h_1,0.37,0.56,0.45,0.36,0.34,0.19,2.74,0.78,0.82,0.62,0.88,0.56,0.33,0.65,0.57,1.29
g_1,0.27,0.32,0.77,0.3,0.34,0.23,0.7,3.06,0.97,0.56,0.58,1.26,1.11,0.61,0.65,0.45
c_0,0.4,0.46,0.52,0.16,0.27,0.32,0.73,0.75,2.22,0.82,1.48,0.9,1.1,0.75,0.75,1.07
d_0,0.36,0.39,0.07,0.87,0.34,0.25,0.7,0.54,0.77,2.26,0.73,0.98,0.91,0.79,0.85,1.01
b_0,0.49,0.47,0.38,0.35,0.15,0.23,0.76,0.64,0.88,0.95,2.41,0.99,1.26,1.52,1.06,0.99
f_0,0.33,0.13,0.48,0.5,0.28,0.27,0.82,0.69,0.98,1.04,0.97,2.52,1.18,0.91,1.87,0.89
h_0,0.36,0.65,0.45,0.35,0.33,0.23,0.35,0.83,0.72,0.77,0.66,0.85,0.39,0.71,0.83,1.21
a_0,0.5,0.4,0.59,0.39,0.35,,0.53,0.54,0.8,0.64,0.66,0.63,1.2,2.59,0.71,0.86
e_0,0.13,0.45,0.45,0.46,0.41,0.3,0.7,0.71,1.03,1.02,0.98,0.99,1.07,0.85,2.91,1.28
g_0,0.31,0.42,0.58,0.35,0.39,0.21,0.73,0.32,0.71,0.85,0.83,1.25,0.95,0.82,0.58,0.44
