,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.5,1.19,1.53,1.79,3.11,17.61,31.64,28.09,35.94,47.3,,68.47,72.68,112.31,108.35
e_1,0.67,1.0,1.24,1.47,1.49,4.31,17.44,39.67,44.48,36.12,36.21,56.68,77.29,91.17,,131.22
d_1,0.84,0.81,1.0,0.97,1.21,3.0,16.89,16.88,,38.89,26.18,44.91,58.26,70.52,101.97,89.02
c_1,0.65,0.68,1.03,1.0,1.75,2.73,15.19,30.52,19.9,,25.38,30.71,64.01,67.83,87.64,104.55
b_1,0.56,0.67,0.83,0.57,1.0,3.32,14.4,14.3,19.94,27.68,,30.64,39.15,49.17,72.01,89.26
a_1,0.32,0.23,0.33,0.37,0.3,1.0,4.88,,8.45,8.59,9.89,,14.79,,28.0,
h_1,0.06,0.06,0.06,0.07,0.07,0.21,1.0,1.92,1.69,2.02,1.97,3.03,,3.79,5.59,7.53
g_1,0.03,0.03,0.06,0.03,0.07,,0.52,1.0,0.83,1.14,1.11,2.54,2.02,,3.04,
d_0,0.04,0.02,,0.05,0.05,0.12,0.59,1.21,1.0,0.95,1.21,1.71,1.93,3.05,3.4,4.89
c_0,0.03,0.03,0.03,,0.04,0.12,0.5,0.87,1.05,1.0,1.66,1.27,2.71,2.81,2.67,3.72
b_0,0.02,0.03,0.04,0.04,,0.1,0.51,0.9,0.82,0.6,1.0,1.66,2.22,3.99,2.54,2.9
f_0,,0.02,0.02,0.03,0.03,,0.33,0.39,0.59,0.78,0.6,1.0,1.27,,2.21,2.25
h_0,0.01,0.01,0.02,0.02,0.03,0.07,,0.49,0.52,0.37,0.45,0.79,,1.06,1.37,2.44
a_0,0.01,0.01,0.01,0.01,0.02,,0.26,,0.33,0.36,0.25,,0.95,1.0,,1.64
e_0,0.01,,0.01,0.01,0.01,0.04,0.18,0.33,0.29,0.37,0.39,0.45,0.73,,1.0,1.23
g_0,0.01,0.01,0.01,0.01,0.01,,0.13,,0.2,0.27,0.35,0.45,0.41,0.61,0.81,
