,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.97,5.17,5.6,5.55,5.55,1.84,1.59,1.18,1.01,1.09,1.18,0.91,1.09,2.27,0.77
f_1,4.83,1.12,4.27,5.71,5.05,4.79,1.03,1.84,1.09,0.98,0.93,2.49,0.47,0.89,1.26,0.71
d_1,6.16,6.13,1.12,5.69,5.7,5.14,1.35,0.98,2.56,1.03,1.14,0.97,0.85,1.07,0.95,0.52
c_1,5.03,5.78,8.48,1.13,5.3,6.43,1.51,1.9,0.67,2.36,1.2,1.01,0.91,1.04,0.93,1.13
b_1,6.69,7.34,7.03,3.27,1.14,6.69,2.12,2.22,1.61,1.78,3.25,1.35,1.03,1.48,1.44,0.84
a_1,9.43,12.91,9.06,9.89,5.07,1.14,3.33,2.29,2.3,2.25,2.82,1.91,1.34,9.78,2.12,1.61
h_1,17.56,23.43,14.56,20.97,17.55,15.67,1.8,6.03,3.81,3.19,3.76,3.4,4.18,3.26,2.44,2.64
g_1,25.09,24.36,18.27,23.83,20.53,18.29,4.98,1.78,5.75,4.25,4.26,4.04,2.49,4.83,3.04,4.54
d_0,11.31,23.28,40.81,23.65,24.12,20.79,7.35,8.05,2.26,4.37,4.86,4.22,3.06,4.21,5.25,3.88
c_0,28.37,27.86,12.52,49.16,24.53,19.95,6.92,6.42,6.34,2.36,5.08,5.37,3.38,4.26,5.17,3.88
b_0,23.19,25.37,22.19,40.86,74.23,25.0,7.77,6.54,6.0,2.62,2.3,4.04,4.79,5.48,5.68,4.54
f_0,28.15,56.58,29.0,34.96,32.17,20.79,10.46,5.19,5.14,4.73,5.38,2.45,4.48,7.7,5.68,3.22
h_0,30.48,33.14,32.41,36.58,34.06,32.92,14.57,10.0,7.45,8.06,6.24,6.35,8.35,6.14,6.56,5.11
a_0,37.25,39.55,36.73,45.59,45.23,65.83,13.83,12.73,9.55,8.06,4.04,8.89,6.0,2.55,7.93,6.08
e_0,75.27,53.3,41.85,36.58,42.57,34.05,12.95,12.5,8.37,8.17,8.19,3.85,7.34,10.06,2.62,6.44
g_0,45.53,45.41,42.94,44.94,49.07,45.93,8.68,18.92,9.04,9.12,8.85,8.29,5.07,8.62,8.97,9.76
