,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.68,3.0,2.42,3.58,2.92,2.53,10.65,20.89,12.87,9.89,14.53,14.23,22.15,15.48,19.52,11.33
f_1,4.25,5.84,2.6,2.95,2.64,2.51,10.28,13.4,11.54,9.25,12.97,9.14,18.77,15.22,17.99,9.92
d_1,2.8,2.88,6.67,2.23,2.3,3.05,10.89,9.57,23.92,12.65,16.3,15.77,22.33,16.37,22.53,16.14
c_1,2.49,2.94,2.73,7.14,5.14,2.82,9.65,12.81,8.61,8.98,8.99,12.93,19.19,13.75,19.44,15.83
b_1,2.58,2.85,2.78,2.54,8.12,5.95,9.93,12.7,12.28,9.5,9.84,13.56,19.32,9.21,21.56,13.93
a_1,2.86,3.16,2.8,3.17,2.8,11.07,11.43,12.3,11.53,10.79,12.29,13.5,20.89,9.35,22.24,15.8
h_1,2.9,3.7,3.11,3.05,3.22,3.06,17.82,14.25,12.02,13.18,12.92,14.14,19.45,13.2,28.3,16.5
d_0,2.75,2.99,2.35,5.21,3.46,2.91,10.88,19.4,9.89,9.48,13.0,15.82,21.02,13.89,19.15,17.45
c_0,3.05,3.34,3.02,2.61,2.24,3.26,12.72,14.59,20.58,12.5,25.99,17.56,25.27,21.93,23.7,17.07
g_1,2.88,2.42,4.38,3.11,2.69,2.85,11.15,13.29,15.67,25.8,15.54,24.62,21.65,17.25,16.24,19.88
b_0,2.98,3.41,3.25,3.03,2.48,2.43,12.0,12.05,14.58,12.88,22.64,16.45,25.8,31.15,21.24,16.23
f_0,2.2,2.79,3.33,3.38,3.62,3.88,11.98,14.51,15.01,12.03,15.15,24.86,25.63,15.53,20.98,35.35
h_0,2.96,3.85,3.28,3.1,2.81,2.87,8.65,13.15,13.5,12.97,16.42,13.23,15.52,16.93,26.8,14.87
a_0,3.11,3.09,3.29,3.02,3.26,2.35,13.2,15.45,14.24,11.88,14.09,14.6,23.3,30.88,20.07,14.67
g_0,2.05,2.78,4.31,3.01,3.61,3.21,10.11,11.28,16.05,9.07,14.77,23.4,23.05,17.66,20.53,23.23
e_0,2.33,3.53,2.82,3.19,3.83,3.37,11.82,13.87,13.64,10.79,13.63,16.23,26.12,13.85,19.97,34.16
