,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,0.9,1.03,0.99,0.73,0.66,0.72,0.89,0.52,0.68,0.6,0.62,0.43,,0.56
f_1,1.2,1.0,0.94,1.05,0.91,0.91,0.59,0.65,0.85,0.69,0.65,,0.45,0.79,0.41,0.46
d_1,1.11,1.07,1.0,0.82,0.96,0.94,0.74,0.5,,0.87,0.59,0.54,0.81,0.55,0.53,0.48
c_1,0.97,0.96,1.22,1.0,1.46,0.7,0.71,0.61,0.47,,0.76,0.64,0.62,0.46,0.56,0.67
b_1,1.01,1.1,1.04,0.69,1.0,1.38,0.6,0.84,1.03,0.87,,0.6,0.61,0.54,0.48,0.52
a_1,1.37,1.1,1.06,1.43,0.73,1.0,1.02,0.77,0.93,0.57,0.73,0.65,0.69,,,0.63
h_1,1.51,1.69,1.34,1.41,1.66,0.98,1.0,1.36,0.82,0.9,0.85,0.9,,1.06,0.67,0.81
g_1,1.39,1.55,2.0,1.65,1.18,1.29,0.74,1.0,0.93,1.0,0.77,1.33,0.69,0.92,0.84,
d_0,1.12,1.18,,2.14,0.97,1.08,1.23,1.07,1.0,1.05,1.02,1.07,1.06,0.88,0.9,0.93
c_0,1.92,1.44,1.14,,1.16,1.77,1.11,1.0,0.95,1.0,1.02,1.04,1.12,0.92,0.9,1.01
b_0,1.48,1.53,1.69,1.32,,1.37,1.17,1.29,0.98,0.98,1.0,0.97,1.0,1.04,0.67,0.94
f_0,1.65,,1.85,1.57,1.66,1.54,1.11,0.75,0.94,0.96,1.03,1.0,0.84,,,0.74
h_0,1.6,2.22,1.23,1.6,1.63,1.46,,1.44,0.95,0.89,1.0,1.2,,1.06,0.88,0.97
a_0,2.34,1.27,1.81,2.16,1.86,,0.94,1.09,1.14,1.09,0.96,,0.94,1.0,,1.11
e_0,,2.44,1.88,1.79,2.06,,1.5,1.18,1.11,1.11,1.49,,1.14,,1.0,
g_0,1.77,2.18,2.09,1.49,1.93,1.58,1.23,,1.08,0.99,1.06,1.34,1.04,0.9,,
