,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.09,2.73,2.78,3.2,3.18,2.85,0.64,0.61,0.94,0.55,0.56,0.95,0.32,0.51,0.68,0.48
e_1,1.86,1.1,3.12,3.41,3.57,3.5,0.97,0.66,0.96,0.65,0.61,0.78,0.49,0.7,0.94,0.52
d_1,3.5,4.1,1.1,3.27,2.78,2.76,0.79,0.67,0.58,1.25,0.65,0.65,0.47,0.63,0.67,0.29
c_1,3.5,2.88,4.46,1.11,3.34,2.71,1.13,0.9,1.09,0.38,0.67,0.61,0.49,0.69,0.63,0.45
b_1,4.16,3.52,3.74,2.01,1.11,4.58,1.03,1.02,1.12,0.81,1.15,0.65,0.58,0.73,0.66,0.54
a_1,6.8,6.04,5.93,6.35,2.83,1.13,1.72,1.32,1.49,1.13,1.77,1.17,0.76,2.06,1.22,0.91
h_1,12.69,11.68,9.65,13.42,9.84,9.07,1.63,2.65,3.45,3.18,2.86,2.63,2.24,2.04,2.12,1.57
c_0,16.29,14.7,7.76,28.53,15.44,11.86,4.29,1.81,3.26,3.76,2.79,3.18,1.93,2.76,2.75,2.01
g_1,15.79,13.94,14.82,17.27,15.76,12.08,3.5,3.35,1.68,3.56,2.67,2.84,1.71,3.41,2.95,2.76
d_0,16.44,9.69,20.7,18.58,18.58,15.63,4.84,3.71,5.3,2.16,3.12,3.27,2.42,3.09,3.27,2.9
b_0,18.08,17.64,12.66,23.84,26.4,16.55,4.6,2.08,5.52,3.85,2.0,3.33,2.33,3.46,3.4,3.25
f_0,30.13,17.38,13.49,16.3,17.81,15.75,5.1,3.99,3.2,3.83,3.94,2.07,3.09,3.41,3.56,1.69
h_0,22.89,23.68,20.19,23.84,21.81,19.12,7.92,5.35,5.87,4.7,4.03,4.04,4.39,4.07,4.62,3.78
a_0,25.65,24.0,22.54,24.58,32.72,31.25,7.63,4.51,6.66,4.42,2.53,4.3,3.63,2.24,4.5,3.87
e_0,35.11,33.6,24.38,25.36,24.27,26.25,7.3,5.07,6.73,6.13,4.84,2.7,3.86,4.59,2.2,3.62
g_0,35.45,26.93,24.56,30.14,22.98,24.31,5.62,6.76,10.25,6.26,5.63,6.11,2.94,5.64,4.56,4.9
