,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10157.02,173.9,138.16,311.18,518.7,2133.17,130679.05,207335.6,693687.91,1614888.02,1109709.32,1686402.17,3116765.03,6135136.28,,13289636.8
f_1,211.2,10473.2,189.24,294.15,614.07,2333.22,128128.01,216365.14,769639.11,699380.3,1256263.98,,3920425.7,7496598.5,6170439.32,16716381.63
d_1,112.26,177.16,12249.66,234.98,570.26,1926.01,156561.64,287041.11,1181982.34,,1224248.74,2063709.46,3883441.8,6597747.23,7162769.06,17938575.68
c_1,165.99,93.79,157.4,30095.6,872.18,1844.29,120768.07,267227.37,,1016220.87,1292984.46,2170770.51,2324171.15,8441909.09,8097270.86,17342639.86
b_1,161.0,112.25,204.81,309.68,48702.68,4314.97,132965.96,252186.88,559794.33,671317.09,,1730707.02,2772161.69,9594388.49,6293023.24,20912795.53
a_1,156.08,135.28,120.55,444.3,449.26,295885.67,171036.15,195986.74,803157.23,802635.82,1293558.5,1300675.7,,8173216.5,,18263515.25
h_1,498.93,818.39,571.26,1213.91,1350.21,5596.68,6173747.23,1297482.23,2719099.72,2960464.39,5301330.37,6541975.36,16926994.33,,30835355.89,61482705.63
g_1,422.83,560.93,856.57,1567.25,1521.36,7927.67,381881.27,14148734.81,2618405.98,2815069.31,2964200.19,10868321.8,9620401.32,33295989.95,32758592.01,
c_0,768.13,645.1,797.67,,2056.75,8856.86,752896.0,1596046.3,21981425.5,3100364.39,10129692.24,9473158.54,13131035.58,34463379.84,38751017.37,130642599.59
d_0,661.23,492.74,,3267.86,2555.36,9642.43,619310.07,1596722.42,3184769.66,25384615.89,5808634.71,10436171.07,18902105.13,49356869.12,39844306.27,69083198.21
b_0,632.88,568.74,837.71,1452.89,,8335.87,752896.0,1528260.55,2626352.14,3149576.52,40964030.16,9666488.31,42019313.84,45013394.08,46747259.05,123710543.28
f_0,547.16,,797.92,1690.09,2187.47,10638.78,840782.7,880855.09,2677892.8,3810333.98,6712702.37,73405130.65,16758675.76,48697004.76,,109568401.48
a_0,744.46,768.14,1098.12,1635.21,1455.05,,871587.84,1198481.07,3084452.43,2835854.0,4209551.74,9399920.67,193222931.04,41796260.33,,86421726.38
h_0,1003.59,1553.26,1246.82,2800.87,4106.6,9469.72,,2494739.13,4292594.38,6830693.66,6759670.62,8385739.48,39055735.03,,42687938.53,203537315.28
e_0,,817.42,717.08,1370.35,2217.04,,939105.21,1355090.09,2769490.74,4031605.81,5759547.66,,,52312220.83,485339815.72,89667612.82
g_0,921.26,1064.62,1423.14,2076.15,3358.93,11822.26,1126029.37,,8038490.42,3079420.86,9242670.33,21635911.06,34311368.43,43164376.91,57733870.75,
