,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.38,1.72,2.03,2.04,2.19,0.99,1.01,1.1,0.77,0.74,0.82,0.64,0.66,1.31,0.52
f_1,2.38,0.67,1.92,2.07,2.06,1.69,0.69,0.88,0.78,0.64,0.78,1.31,0.43,0.71,0.55,0.79
d_1,2.75,2.48,0.65,1.93,1.83,1.68,0.97,0.6,1.73,0.89,0.76,0.72,0.8,0.62,0.72,0.48
c_1,1.91,2.25,2.88,0.64,2.08,1.92,1.0,0.86,0.47,1.3,0.8,0.84,0.62,0.78,0.81,0.58
b_1,2.27,2.23,2.68,1.47,0.63,2.77,1.07,1.33,0.75,1.0,1.16,0.74,0.62,0.8,0.77,0.62
a_1,2.38,3.06,2.89,3.63,1.61,0.56,1.17,1.18,0.94,1.27,1.09,1.04,1.03,1.41,0.69,0.86
h_1,2.52,3.08,2.37,2.48,2.72,2.17,0.6,1.21,0.82,0.8,0.9,1.02,1.21,1.0,0.85,0.89
g_1,2.92,3.45,3.45,3.12,2.52,2.56,1.12,0.56,0.89,0.87,0.83,0.94,0.65,0.86,1.1,0.97
d_0,1.54,2.87,5.7,4.16,3.14,2.89,1.67,1.56,0.67,0.98,1.12,1.06,0.8,1.66,0.96,0.83
c_0,2.95,3.43,1.68,7.53,3.38,2.53,1.49,1.42,1.36,0.66,1.36,1.14,0.96,1.1,1.04,0.96
b_0,3.04,2.89,2.77,3.46,5.99,3.1,1.45,1.61,1.12,0.65,0.63,0.91,0.91,1.41,0.9,0.93
f_0,3.12,5.93,2.97,2.56,3.37,2.11,1.36,1.09,1.28,1.1,1.31,0.62,1.04,1.15,1.32,0.69
h_0,3.07,3.68,3.03,3.87,3.66,2.5,2.68,1.8,1.27,1.01,1.1,0.99,1.54,1.07,0.85,1.17
a_0,3.69,3.67,2.97,3.66,4.54,,1.49,1.65,1.16,1.11,0.63,1.42,1.17,0.59,1.33,0.83
e_0,5.29,5.41,3.2,3.01,3.01,4.1,1.6,1.53,1.42,1.13,1.41,0.8,1.14,0.97,0.6,0.96
g_0,4.01,2.98,4.15,4.1,4.05,2.87,1.42,2.93,1.45,1.34,1.4,1.31,0.81,1.3,1.28,1.55
