,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10258.9,5155.89,3911.58,4537.07,6498.11,29407.15,3586380.27,11662346.16,10177452.25,15640581.84,20276897.73,12526768.25,143738941.85,141169182.51,256613730.05,154714333.93
e_1,2956.93,11873.64,3393.41,5334.54,6821.09,39422.52,3889278.48,23310312.27,11137383.45,15231385.7,24823122.99,33827527.83,142154431.75,125208773.25,306725944.4,152858427.16
d_1,3293.26,2878.65,15829.32,3407.84,6933.08,37350.7,4067786.41,5204358.01,11602929.45,31745316.96,25303842.6,29832753.33,137984708.0,175201398.85,267170261.19,247119605.91
c_1,2581.38,2722.64,3772.21,20114.72,13631.47,36484.31,3758922.42,10185430.71,9957833.72,6100755.26,15571740.73,33358010.35,119409754.96,137765127.43,260672996.11,201052125.26
b_1,2557.54,2755.74,3436.9,5105.78,34828.66,88514.75,4166309.41,12917317.35,9942339.17,13824750.56,10243065.96,26821048.31,103080805.53,90925308.23,263825470.37,221926992.56
a_1,2866.82,3188.18,3934.72,5172.28,5715.7,297572.68,5860659.13,13056917.59,11738359.28,13915743.25,26392785.02,24186170.56,152809819.76,80013088.53,231774659.99,230940172.67
h_1,4377.15,3509.2,5425.55,6093.9,7920.18,39280.47,12257981.1,11389293.22,17094154.73,15475217.6,27094158.63,30661263.0,104751234.46,134432714.74,448966782.88,263457376.2
d_0,2966.58,3089.45,2270.26,11850.42,10659.0,56423.26,5361291.63,28639715.95,10548656.4,13280599.36,27262671.64,37227374.39,135408605.75,125077336.71,398215328.63,368081101.36
g_1,3294.17,3438.68,7895.21,4578.69,8128.88,38959.45,4402253.13,12542179.54,39848246.98,23483408.99,25490760.35,62852820.3,186057962.76,185436431.05,212648623.27,267063769.76
c_0,3625.14,4277.6,5040.1,4102.45,6665.95,50857.88,4572662.92,14147249.8,13796919.92,39252209.03,56737498.85,42565212.51,201409733.26,196318742.69,358571725.46,290933513.46
b_0,3491.77,3900.16,5895.04,6308.75,5175.48,39301.93,5350835.51,14083506.0,12685255.09,21653714.92,52959132.06,34243639.82,197312813.47,341702531.84,329240806.46,341104151.53
f_0,2135.44,2839.78,5523.22,6622.76,10041.79,48616.47,5279424.61,17508981.9,14590799.31,21364729.89,34707207.96,78697120.21,188182741.28,209555651.7,321258898.61,695236727.41
h_0,4660.35,3854.05,5435.52,5266.88,8531.42,41755.24,2962435.75,13522037.32,16819940.05,19267006.19,28881157.05,31622138.97,92449241.16,172524743.21,429296907.17,273802132.32
a_0,3068.27,4085.68,5868.95,6266.02,9361.51,37570.68,5862820.48,13643857.47,13405229.03,16443492.97,27020931.17,36144674.61,158019009.6,418966822.12,432611941.2,221080212.3
g_0,2909.11,3011.98,7603.45,6971.81,7663.18,43006.66,5321897.85,14333093.64,8693827.73,18459951.65,30220066.15,59437909.36,138401150.11,162588239.06,246578880.94,309355111.38
e_0,3321.32,1900.14,4790.42,7137.0,10680.24,56853.32,5172972.79,15390936.78,13149349.79,18814048.8,34996621.56,43491153.19,233269555.72,168040893.42,395828202.3,805719160.22
