,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,2.31,1.72,0.92,1.05,0.95,0.67,1.95,1.71,1.99,2.35,2.07,1.4,1.83,2.71,1.36,2.32
e_1,1.18,2.38,1.01,1.24,0.95,0.77,2.11,1.9,2.14,3.68,2.15,2.07,1.97,2.7,1.34,2.17
d_1,1.24,1.07,2.41,0.95,0.9,0.8,2.02,1.7,3.63,1.4,2.49,2.02,1.94,2.69,1.76,2.36
c_1,1.1,0.97,1.02,2.53,1.68,0.9,2.0,1.69,1.42,1.88,1.62,2.23,1.81,2.68,1.73,2.38
b_1,1.18,1.0,1.12,0.99,2.64,1.59,1.89,1.71,2.08,1.83,1.47,2.03,1.5,2.58,1.75,2.23
a_1,1.2,1.0,1.17,1.11,1.02,3.2,2.09,1.69,2.08,1.99,1.86,1.92,1.45,2.78,1.94,2.65
h_1,1.45,1.15,1.24,1.14,1.03,0.84,3.47,2.12,1.91,2.13,2.06,2.38,2.28,2.7,1.94,3.3
g_1,1.06,1.04,1.61,1.13,0.97,0.86,2.13,3.76,2.51,2.04,2.13,3.05,2.06,3.09,2.31,2.58
c_0,1.29,1.22,1.21,0.93,0.9,0.84,2.15,1.91,3.28,2.49,3.99,2.2,2.71,3.12,2.08,2.92
d_0,1.15,1.0,0.9,1.92,1.15,0.87,2.05,1.91,1.58,3.34,1.87,2.19,2.0,3.1,1.94,2.37
b_0,1.28,1.2,1.11,1.32,0.88,0.63,2.53,2.15,2.24,2.58,3.58,2.19,4.06,3.37,2.22,2.97
f_0,1.11,1.06,1.28,1.21,1.03,0.95,2.23,2.04,2.13,2.3,2.54,3.56,2.0,3.13,3.79,2.84
a_0,1.17,1.11,1.26,1.25,1.13,0.6,2.22,2.05,2.25,2.27,2.14,2.2,3.56,3.45,2.12,2.8
h_0,1.45,1.06,1.26,1.12,1.1,0.87,1.76,2.35,2.37,2.25,2.02,2.2,1.9,2.05,1.98,3.31
e_0,1.49,1.06,1.24,1.05,1.05,0.68,2.37,1.89,2.32,2.13,2.31,2.53,2.47,3.6,4.05,2.91
g_0,1.15,0.99,1.6,1.16,1.11,0.88,1.93,1.31,2.36,1.9,2.06,3.18,2.23,3.07,2.34,2.29
