,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.69,0.9,0.61,0.64,0.65,0.95,1.48,0.97,0.81,0.94,0.97,0.89,0.83,0.75,0.9
f_1,1.13,1.54,0.72,0.81,0.59,0.52,0.73,0.8,0.81,0.83,0.8,0.56,0.86,0.82,0.49,0.9
c_1,0.65,0.72,1.54,0.76,1.18,0.57,0.82,0.75,0.48,0.7,0.59,0.83,0.89,0.73,0.7,0.89
d_1,0.88,0.71,0.67,1.55,0.81,0.56,0.82,0.61,1.34,0.74,0.94,0.86,0.93,0.63,0.7,0.75
b_1,0.74,0.92,0.62,0.73,1.61,1.17,0.89,0.81,1.08,0.82,0.51,0.79,0.92,0.62,0.68,0.82
a_1,0.8,0.93,0.82,0.91,0.51,1.72,1.12,1.0,0.82,0.81,0.98,0.98,1.02,0.52,0.96,0.94
h_1,0.93,1.28,1.02,1.04,0.85,0.69,1.76,1.11,1.14,1.38,1.03,1.05,0.97,0.86,1.05,1.4
d_0,0.84,1.05,1.68,0.79,0.97,0.85,1.1,1.63,0.97,1.03,1.2,1.18,1.36,0.9,1.11,1.3
c_0,1.06,1.24,0.97,0.92,0.61,0.92,1.19,1.31,1.64,1.08,1.93,1.04,1.46,1.25,1.15,1.23
g_1,0.96,0.8,1.08,1.5,0.8,0.85,1.01,1.11,1.22,1.83,1.17,1.49,1.16,0.79,1.0,0.84
b_0,1.03,1.09,1.29,1.05,0.77,0.69,1.29,1.26,1.1,1.12,1.74,1.12,1.3,1.77,1.06,1.27
f_0,0.87,0.92,1.19,1.06,1.09,0.82,1.27,1.33,1.22,1.08,1.24,1.71,1.34,1.01,1.8,1.07
h_0,0.99,1.43,1.21,1.12,0.99,0.86,0.95,1.2,1.11,1.35,1.25,1.09,1.13,1.04,1.04,1.62
a_0,1.06,1.09,1.13,1.24,1.13,0.72,1.39,1.37,1.15,1.4,1.04,1.29,1.71,1.75,1.06,1.29
e_0,0.69,1.43,1.11,1.17,1.11,0.85,1.42,1.2,1.35,1.19,1.34,1.08,1.43,1.17,1.78,1.27
g_0,0.91,1.02,1.1,1.52,1.09,0.84,1.23,1.05,1.24,1.16,1.22,1.67,1.06,1.26,1.34,1.16
