,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.12,1.77,1.42,3.89,19.35,33.7,38.67,31.47,38.68,36.43,94.37,81.81,,126.57
f_1,1.3,1.0,1.04,1.49,1.32,3.42,15.5,27.87,23.79,28.87,33.07,,72.02,72.67,91.03,140.58
d_1,0.89,0.96,1.0,1.13,1.41,2.81,15.64,16.04,,30.75,34.06,30.77,73.94,68.43,69.28,92.43
c_1,0.57,0.67,0.88,1.0,1.57,2.39,15.25,21.54,13.88,,26.76,24.59,57.53,67.32,76.32,119.43
b_1,0.71,0.76,0.71,0.64,1.0,3.4,15.06,15.36,16.85,22.47,,23.66,58.44,,66.93,70.53
a_1,0.26,0.29,0.36,0.42,0.29,1.0,7.24,8.27,7.68,10.62,11.06,13.06,30.01,,,
h_1,0.05,0.06,0.06,0.07,0.07,0.14,1.0,1.62,1.2,1.25,1.67,1.68,,3.74,4.06,9.88
g_1,0.03,0.04,0.06,0.05,0.07,0.12,0.62,1.0,1.11,1.11,1.77,2.81,2.76,2.71,2.3,
d_0,0.03,0.04,,0.07,0.06,0.13,0.83,0.9,1.0,1.07,1.37,1.46,3.46,3.95,3.14,4.35
c_0,0.03,0.03,0.03,,0.04,0.09,0.8,0.9,0.94,1.0,1.85,1.24,2.54,2.9,3.13,4.28
b_0,0.03,0.03,0.03,0.04,,0.09,0.6,0.57,0.73,0.54,1.0,1.05,2.41,3.05,2.72,3.84
f_0,0.03,,0.03,0.04,0.04,0.08,0.6,0.36,0.69,0.81,0.96,1.0,1.69,2.1,2.88,2.51
h_0,0.01,0.01,0.01,0.02,0.02,0.03,,0.36,0.29,0.39,0.41,0.59,,1.14,0.79,2.23
a_0,0.01,0.01,0.01,0.01,,,0.27,0.37,0.25,0.34,0.33,0.48,0.88,1.0,,
e_0,,0.01,0.01,0.01,0.01,,0.25,0.43,0.32,0.32,0.37,0.35,1.26,,1.0,1.42
g_0,0.01,0.01,0.01,0.01,0.01,,0.1,,0.23,0.23,0.26,0.4,0.45,,0.7,
